"Unweighted_Sample","Weighted_Sample","Question","Nationality","Gender","Rank (text)","Rank (number)","Percentage"
519,518,"They are intelligent","Indian","Men","Ranked fourth",4,0.22
519,518,"They are intelligent","Indian","Men","Ranked fifth",5,0.13
519,518,"They are intelligent","Indian","Men","Ranked sixth",6,0.07
519,518,"They have/make a decent amount of money","Indian","Men","Ranked first",1,0.03
519,518,"They have/make a decent amount of money","Indian","Men","Ranked second",2,0.03
519,518,"They have/make a decent amount of money","Indian","Men","Ranked third",3,0.07
519,518,"They have/make a decent amount of money","Indian","Men","Ranked fourth",4,0.09
519,518,"They have/make a decent amount of money","Indian","Men","Ranked fifth",5,0.16
519,518,"They have/make a decent amount of money","Indian","Men","Ranked sixth",6,0.62
519,518,"They have similar interests to me","Indian","Men","Ranked first",1,0.23
519,518,"They have similar interests to me","Indian","Men","Ranked second",2,0.2
519,518,"They have similar interests to me","Indian","Men","Ranked third",3,0.16
519,518,"They have similar interests to me","Indian","Men","Ranked fourth",4,0.2
519,518,"They have similar interests to me","Indian","Men","Ranked fifth",5,0.15
519,518,"They have similar interests to me","Indian","Men","Ranked sixth",6,0.06
496,497,"They are good looking","Indian","Women","Ranked first",1,0.06
496,497,"They are good looking","Indian","Women","Ranked second",2,0.11
496,497,"They are good looking","Indian","Women","Ranked third",3,0.12
496,497,"They are good looking","Indian","Women","Ranked fourth",4,0.16
496,497,"They are good looking","Indian","Women","Ranked fifth",5,0.27
496,497,"They are good looking","Indian","Women","Ranked sixth",6,0.28
496,497,"They have a personality I like","Indian","Women","Ranked first",1,0.28
496,497,"They have a personality I like","Indian","Women","Ranked second",2,0.18
496,497,"They have a personality I like","Indian","Women","Ranked third",3,0.18
496,497,"They have a personality I like","Indian","Women","Ranked fourth",4,0.17
496,497,"They have a personality I like","Indian","Women","Ranked fifth",5,0.12
496,497,"They have a personality I like","Indian","Women","Ranked sixth",6,0.06
496,497,"They have a sense of humour I like","Indian","Women","Ranked first",1,0.19
496,497,"They have a sense of humour I like","Indian","Women","Ranked second",2,0.22
496,497,"They have a sense of humour I like","Indian","Women","Ranked third",3,0.2
496,497,"They have a sense of humour I like","Indian","Women","Ranked fourth",4,0.16
496,497,"They have a sense of humour I like","Indian","Women","Ranked fifth",5,0.14
496,497,"They have a sense of humour I like","Indian","Women","Ranked sixth",6,0.1
496,497,"They are intelligent","Indian","Women","Ranked first",1,0.22
496,497,"They are intelligent","Indian","Women","Ranked second",2,0.23
496,497,"They are intelligent","Indian","Women","Ranked third",3,0.23
496,497,"They are intelligent","Indian","Women","Ranked fourth",4,0.17
496,497,"They are intelligent","Indian","Women","Ranked fifth",5,0.1
496,497,"They are intelligent","Indian","Women","Ranked sixth",6,0.04
496,497,"They have/make a decent amount of money","Indian","Women","Ranked first",1,0.04
496,497,"They have/make a decent amount of money","Indian","Women","Ranked second",2,0.09
496,497,"They have/make a decent amount of money","Indian","Women","Ranked third",3,0.09
496,497,"They have/make a decent amount of money","Indian","Women","Ranked fourth",4,0.16
496,497,"They have/make a decent amount of money","Indian","Women","Ranked fifth",5,0.23
496,497,"They have/make a decent amount of money","Indian","Women","Ranked sixth",6,0.39
496,497,"They have similar interests to me","Indian","Women","Ranked first",1,0.2
496,497,"They have similar interests to me","Indian","Women","Ranked second",2,0.18
496,497,"They have similar interests to me","Indian","Women","Ranked third",3,0.18
496,497,"They have similar interests to me","Indian","Women","Ranked fourth",4,0.17
496,497,"They have similar interests to me","Indian","Women","Ranked fifth",5,0.14
496,497,"They have similar interests to me","Indian","Women","Ranked sixth",6,0.13
616,539,"They are good looking","Indonesian","Men","Ranked first",1,0.35
616,539,"They are good looking","Indonesian","Men","Ranked second",2,0.19
616,539,"They are good looking","Indonesian","Men","Ranked third",3,0.2
616,539,"They are good looking","Indonesian","Men","Ranked fourth",4,0.11
616,539,"They are good looking","Indonesian","Men","Ranked fifth",5,0.11
616,539,"They are good looking","Indonesian","Men","Ranked sixth",6,0.05
616,539,"They have a personality I like","Indonesian","Men","Ranked first",1,0.35
616,539,"They have a personality I like","Indonesian","Men","Ranked second",2,0.26
616,539,"They have a personality I like","Indonesian","Men","Ranked third",3,0.15
616,539,"They have a personality I like","Indonesian","Men","Ranked fourth",4,0.12
616,539,"They have a personality I like","Indonesian","Men","Ranked fifth",5,0.08
616,539,"They have a personality I like","Indonesian","Men","Ranked sixth",6,0.04
616,539,"They have a sense of humour I like","Indonesian","Men","Ranked first",1,0.08
616,539,"They have a sense of humour I like","Indonesian","Men","Ranked second",2,0.16
616,539,"They have a sense of humour I like","Indonesian","Men","Ranked third",3,0.18
616,539,"They have a sense of humour I like","Indonesian","Men","Ranked fourth",4,0.32
616,539,"They have a sense of humour I like","Indonesian","Men","Ranked fifth",5,0.19
616,539,"They have a sense of humour I like","Indonesian","Men","Ranked sixth",6,0.07
616,539,"They are intelligent","Indonesian","Men","Ranked first",1,0.15
616,539,"They are intelligent","Indonesian","Men","Ranked second",2,0.26
616,539,"They are intelligent","Indonesian","Men","Ranked third",3,0.26
616,539,"They are intelligent","Indonesian","Men","Ranked fourth",4,0.2
616,539,"They are intelligent","Indonesian","Men","Ranked fifth",5,0.09
616,539,"They are intelligent","Indonesian","Men","Ranked sixth",6,0.03
616,539,"They have/make a decent amount of money","Indonesian","Men","Ranked first",1,0.03
616,539,"They have/make a decent amount of money","Indonesian","Men","Ranked second",2,0.03
616,539,"They have/make a decent amount of money","Indonesian","Men","Ranked third",3,0.06
616,539,"They have/make a decent amount of money","Indonesian","Men","Ranked fourth",4,0.09
616,539,"They have/make a decent amount of money","Indonesian","Men","Ranked fifth",5,0.16
616,539,"They have/make a decent amount of money","Indonesian","Men","Ranked sixth",6,0.64
616,539,"They have similar interests to me","Indonesian","Men","Ranked first",1,0.05
616,539,"They have similar interests to me","Indonesian","Men","Ranked second",2,0.1
616,539,"They have similar interests to me","Indonesian","Men","Ranked third",3,0.15
616,539,"They have similar interests to me","Indonesian","Men","Ranked fourth",4,0.17
616,539,"They have similar interests to me","Indonesian","Men","Ranked fifth",5,0.36
616,539,"They have similar interests to me","Indonesian","Men","Ranked sixth",6,0.17
429,506,"They are good looking","Indonesian","Women","Ranked first",1,0.18
429,506,"They are good looking","Indonesian","Women","Ranked second",2,0.12
429,506,"They are good looking","Indonesian","Women","Ranked third",3,0.14
429,506,"They are good looking","Indonesian","Women","Ranked fourth",4,0.18
429,506,"They are good looking","Indonesian","Women","Ranked fifth",5,0.22
429,506,"They are good looking","Indonesian","Women","Ranked sixth",6,0.17
429,506,"They have a personality I like","Indonesian","Women","Ranked first",1,0.46
429,506,"They have a personality I like","Indonesian","Women","Ranked second",2,0.2
429,506,"They have a personality I like","Indonesian","Women","Ranked third",3,0.12
429,506,"They have a personality I like","Indonesian","Women","Ranked fourth",4,0.1
429,506,"They have a personality I like","Indonesian","Women","Ranked fifth",5,0.08
429,506,"They have a personality I like","Indonesian","Women","Ranked sixth",6,0.04
429,506,"They have a sense of humour I like","Indonesian","Women","Ranked first",1,0.09
429,506,"They have a sense of humour I like","Indonesian","Women","Ranked second",2,0.22
429,506,"They have a sense of humour I like","Indonesian","Women","Ranked third",3,0.2
429,506,"They have a sense of humour I like","Indonesian","Women","Ranked fourth",4,0.17
429,506,"They have a sense of humour I like","Indonesian","Women","Ranked fifth",5,0.19
429,506,"They have a sense of humour I like","Indonesian","Women","Ranked sixth",6,0.14
429,506,"They are intelligent","Indonesian","Women","Ranked first",1,0.18
429,506,"They are intelligent","Indonesian","Women","Ranked second",2,0.26
429,506,"They are intelligent","Indonesian","Women","Ranked third",3,0.27
429,506,"They are intelligent","Indonesian","Women","Ranked fourth",4,0.16
429,506,"They are intelligent","Indonesian","Women","Ranked fifth",5,0.08
429,506,"They are intelligent","Indonesian","Women","Ranked sixth",6,0.05
429,506,"They have/make a decent amount of money","Indonesian","Women","Ranked first",1,0.05
429,506,"They have/make a decent amount of money","Indonesian","Women","Ranked second",2,0.1
429,506,"They have/make a decent amount of money","Indonesian","Women","Ranked third",3,0.14
429,506,"They have/make a decent amount of money","Indonesian","Women","Ranked fourth",4,0.19
429,506,"They have/make a decent amount of money","Indonesian","Women","Ranked fifth",5,0.23
429,506,"They have/make a decent amount of money","Indonesian","Women","Ranked sixth",6,0.28
429,506,"They have similar interests to me","Indonesian","Women","Ranked first",1,0.03
429,506,"They have similar interests to me","Indonesian","Women","Ranked second",2,0.11
429,506,"They have similar interests to me","Indonesian","Women","Ranked third",3,0.12
429,506,"They have similar interests to me","Indonesian","Women","Ranked fourth",4,0.2
429,506,"They have similar interests to me","Indonesian","Women","Ranked fifth",5,0.22
429,506,"They have similar interests to me","Indonesian","Women","Ranked sixth",6,0.32
505,707,"They are good looking","Malaysian","Men","Ranked first",1,0.24
505,707,"They are good looking","Malaysian","Men","Ranked second",2,0.15
505,707,"They are good looking","Malaysian","Men","Ranked third",3,0.15
505,707,"They are good looking","Malaysian","Men","Ranked fourth",4,0.16
505,707,"They are good looking","Malaysian","Men","Ranked fifth",5,0.18
505,707,"They are good looking","Malaysian","Men","Ranked sixth",6,0.13
505,707,"They have a personality I like","Malaysian","Men","Ranked first",1,0.42
505,707,"They have a personality I like","Malaysian","Men","Ranked second",2,0.23
505,707,"They have a personality I like","Malaysian","Men","Ranked third",3,0.14
505,707,"They have a personality I like","Malaysian","Men","Ranked fourth",4,0.1
505,707,"They have a personality I like","Malaysian","Men","Ranked fifth",5,0.06
505,707,"They have a personality I like","Malaysian","Men","Ranked sixth",6,0.05
505,707,"They have a sense of humour I like","Malaysian","Men","Ranked first",1,0.08
505,707,"They have a sense of humour I like","Malaysian","Men","Ranked second",2,0.21
505,707,"They have a sense of humour I like","Malaysian","Men","Ranked third",3,0.21
505,707,"They have a sense of humour I like","Malaysian","Men","Ranked fourth",4,0.2
505,707,"They have a sense of humour I like","Malaysian","Men","Ranked fifth",5,0.18
505,707,"They have a sense of humour I like","Malaysian","Men","Ranked sixth",6,0.12
505,707,"They are intelligent","Malaysian","Men","Ranked first",1,0.11
505,707,"They are intelligent","Malaysian","Men","Ranked second",2,0.16
505,707,"They are intelligent","Malaysian","Men","Ranked third",3,0.26
505,707,"They are intelligent","Malaysian","Men","Ranked fourth",4,0.24
505,707,"They are intelligent","Malaysian","Men","Ranked fifth",5,0.18
505,707,"They are intelligent","Malaysian","Men","Ranked sixth",6,0.05
505,707,"They have/make a decent amount of money","Malaysian","Men","Ranked first",1,0.03
505,707,"They have/make a decent amount of money","Malaysian","Men","Ranked second",2,0.07
505,707,"They have/make a decent amount of money","Malaysian","Men","Ranked third",3,0.09
505,707,"They have/make a decent amount of money","Malaysian","Men","Ranked fourth",4,0.12
505,707,"They have/make a decent amount of money","Malaysian","Men","Ranked fifth",5,0.16
505,707,"They have/make a decent amount of money","Malaysian","Men","Ranked sixth",6,0.52
505,707,"They have similar interests to me","Malaysian","Men","Ranked first",1,0.11
505,707,"They have similar interests to me","Malaysian","Men","Ranked second",2,0.18
505,707,"They have similar interests to me","Malaysian","Men","Ranked third",3,0.15
505,707,"They have similar interests to me","Malaysian","Men","Ranked fourth",4,0.18
505,707,"They have similar interests to me","Malaysian","Men","Ranked fifth",5,0.24
505,707,"They have similar interests to me","Malaysian","Men","Ranked sixth",6,0.13
806,604,"They are good looking","Malaysian","Women","Ranked first",1,0.09
806,604,"They are good looking","Malaysian","Women","Ranked second",2,0.08
806,604,"They are good looking","Malaysian","Women","Ranked third",3,0.11
806,604,"They are good looking","Malaysian","Women","Ranked fourth",4,0.14
806,604,"They are good looking","Malaysian","Women","Ranked fifth",5,0.2
806,604,"They are good looking","Malaysian","Women","Ranked sixth",6,0.38
806,604,"They have a personality I like","Malaysian","Women","Ranked first",1,0.47
806,604,"They have a personality I like","Malaysian","Women","Ranked second",2,0.23
806,604,"They have a personality I like","Malaysian","Women","Ranked third",3,0.13
806,604,"They have a personality I like","Malaysian","Women","Ranked fourth",4,0.09
806,604,"They have a personality I like","Malaysian","Women","Ranked fifth",5,0.05
806,604,"They have a personality I like","Malaysian","Women","Ranked sixth",6,0.03
806,604,"They have a sense of humour I like","Malaysian","Women","Ranked first",1,0.14
806,604,"They have a sense of humour I like","Malaysian","Women","Ranked second",2,0.21
806,604,"They have a sense of humour I like","Malaysian","Women","Ranked third",3,0.21
806,604,"They have a sense of humour I like","Malaysian","Women","Ranked fourth",4,0.2
806,604,"They have a sense of humour I like","Malaysian","Women","Ranked fifth",5,0.12
806,604,"They have a sense of humour I like","Malaysian","Women","Ranked sixth",6,0.11
806,604,"They are intelligent","Malaysian","Women","Ranked first",1,0.13
806,604,"They are intelligent","Malaysian","Women","Ranked second",2,0.2
806,604,"They are intelligent","Malaysian","Women","Ranked third",3,0.22
806,604,"They are intelligent","Malaysian","Women","Ranked fourth",4,0.22
806,604,"They are intelligent","Malaysian","Women","Ranked fifth",5,0.17
806,604,"They are intelligent","Malaysian","Women","Ranked sixth",6,0.06
806,604,"They have/make a decent amount of money","Malaysian","Women","Ranked first",1,0.09
806,604,"They have/make a decent amount of money","Malaysian","Women","Ranked second",2,0.13
806,604,"They have/make a decent amount of money","Malaysian","Women","Ranked third",3,0.14
806,604,"They have/make a decent amount of money","Malaysian","Women","Ranked fourth",4,0.18
806,604,"They have/make a decent amount of money","Malaysian","Women","Ranked fifth",5,0.25
806,604,"They have/make a decent amount of money","Malaysian","Women","Ranked sixth",6,0.21
806,604,"They have similar interests to me","Malaysian","Women","Ranked first",1,0.08
806,604,"They have similar interests to me","Malaysian","Women","Ranked second",2,0.15
806,604,"They have similar interests to me","Malaysian","Women","Ranked third",3,0.19
806,604,"They have similar interests to me","Malaysian","Women","Ranked fourth",4,0.17
806,604,"They have similar interests to me","Malaysian","Women","Ranked fifth",5,0.2
806,604,"They have similar interests to me","Malaysian","Women","Ranked sixth",6,0.22
325,322,"They are good looking","Norwegian","Men","Ranked first",1,0.14
325,322,"They are good looking","Norwegian","Men","Ranked second",2,0.16
325,322,"They are good looking","Norwegian","Men","Ranked third",3,0.21
325,322,"They are good looking","Norwegian","Men","Ranked fourth",4,0.19
325,322,"They are good looking","Norwegian","Men","Ranked fifth",5,0.24
325,322,"They are good looking","Norwegian","Men","Ranked sixth",6,0.05
325,322,"They have a personality I like","Norwegian","Men","Ranked first",1,0.65
325,322,"They have a personality I like","Norwegian","Men","Ranked second",2,0.17
325,322,"They have a personality I like","Norwegian","Men","Ranked third",3,0.06
325,322,"They have a personality I like","Norwegian","Men","Ranked fourth",4,0.06
325,322,"They have a personality I like","Norwegian","Men","Ranked fifth",5,0.02
325,322,"They have a personality I like","Norwegian","Men","Ranked sixth",6,0.03
325,322,"They have a sense of humour I like","Norwegian","Men","Ranked first",1,0.05
325,322,"They have a sense of humour I like","Norwegian","Men","Ranked second",2,0.28
325,322,"They have a sense of humour I like","Norwegian","Men","Ranked third",3,0.3
325,322,"They have a sense of humour I like","Norwegian","Men","Ranked fourth",4,0.18
325,322,"They have a sense of humour I like","Norwegian","Men","Ranked fifth",5,0.17
325,322,"They have a sense of humour I like","Norwegian","Men","Ranked sixth",6,0.01
325,322,"They are intelligent","Norwegian","Men","Ranked first",1,0.06
325,322,"They are intelligent","Norwegian","Men","Ranked second",2,0.15
325,322,"They are intelligent","Norwegian","Men","Ranked third",3,0.23
325,322,"They are intelligent","Norwegian","Men","Ranked fourth",4,0.27
325,322,"They are intelligent","Norwegian","Men","Ranked fifth",5,0.24
325,322,"They are intelligent","Norwegian","Men","Ranked sixth",6,0.04
325,322,"They have/make a decent amount of money","Norwegian","Men","Ranked first",1,0.01
325,322,"They have/make a decent amount of money","Norwegian","Men","Ranked second",2,0.01
325,322,"They have/make a decent amount of money","Norwegian","Men","Ranked third",3,0.03
325,322,"They have/make a decent amount of money","Norwegian","Men","Ranked fourth",4,0.05
325,322,"They have/make a decent amount of money","Norwegian","Men","Ranked fifth",5,0.11
325,322,"They have/make a decent amount of money","Norwegian","Men","Ranked sixth",6,0.79
325,322,"They have similar interests to me","Norwegian","Men","Ranked first",1,0.08
325,322,"They have similar interests to me","Norwegian","Men","Ranked second",2,0.22
325,322,"They have similar interests to me","Norwegian","Men","Ranked third",3,0.17
325,322,"They have similar interests to me","Norwegian","Men","Ranked fourth",4,0.24
325,322,"They have similar interests to me","Norwegian","Men","Ranked fifth",5,0.21
325,322,"They have similar interests to me","Norwegian","Men","Ranked sixth",6,0.07
308,311,"They are good looking","Norwegian","Women","Ranked first",1,0.05
308,311,"They are good looking","Norwegian","Women","Ranked second",2,0.09
308,311,"They are good looking","Norwegian","Women","Ranked third",3,0.1
308,311,"They are good looking","Norwegian","Women","Ranked fourth",4,0.22
308,311,"They are good looking","Norwegian","Women","Ranked fifth",5,0.37
308,311,"They are good looking","Norwegian","Women","Ranked sixth",6,0.17
308,311,"They have a personality I like","Norwegian","Women","Ranked first",1,0.66
308,311,"They have a personality I like","Norwegian","Women","Ranked second",2,0.2
308,311,"They have a personality I like","Norwegian","Women","Ranked third",3,0.07
308,311,"They have a personality I like","Norwegian","Women","Ranked fourth",4,0.05
308,311,"They have a personality I like","Norwegian","Women","Ranked fifth",5,0.01
308,311,"They have a personality I like","Norwegian","Women","Ranked sixth",6,0.01
308,311,"They have a sense of humour I like","Norwegian","Women","Ranked first",1,0.14
308,311,"They have a sense of humour I like","Norwegian","Women","Ranked second",2,0.34
308,311,"They have a sense of humour I like","Norwegian","Women","Ranked third",3,0.29
308,311,"They have a sense of humour I like","Norwegian","Women","Ranked fourth",4,0.12
308,311,"They have a sense of humour I like","Norwegian","Women","Ranked fifth",5,0.08
308,311,"They have a sense of humour I like","Norwegian","Women","Ranked sixth",6,0.03
308,311,"They are intelligent","Norwegian","Women","Ranked first",1,0.05
308,311,"They are intelligent","Norwegian","Women","Ranked second",2,0.16
308,311,"They are intelligent","Norwegian","Women","Ranked third",3,0.25
308,311,"They are intelligent","Norwegian","Women","Ranked fourth",4,0.34
308,311,"They are intelligent","Norwegian","Women","Ranked fifth",5,0.17
308,311,"They are intelligent","Norwegian","Women","Ranked sixth",6,0.03
308,311,"They have/make a decent amount of money","Norwegian","Women","Ranked first",1,0.01
308,311,"They have/make a decent amount of money","Norwegian","Women","Ranked second",2,0.01
308,311,"They have/make a decent amount of money","Norwegian","Women","Ranked third",3,0.04
308,311,"They have/make a decent amount of money","Norwegian","Women","Ranked fourth",4,0.05
308,311,"They have/make a decent amount of money","Norwegian","Women","Ranked fifth",5,0.2
308,311,"They have/make a decent amount of money","Norwegian","Women","Ranked sixth",6,0.69
308,311,"They have similar interests to me","Norwegian","Women","Ranked first",1,0.1
308,311,"They have similar interests to me","Norwegian","Women","Ranked second",2,0.21
308,311,"They have similar interests to me","Norwegian","Women","Ranked third",3,0.25
308,311,"They have similar interests to me","Norwegian","Women","Ranked fourth",4,0.21
308,311,"They have similar interests to me","Norwegian","Women","Ranked fifth",5,0.16
308,311,"They have similar interests to me","Norwegian","Women","Ranked sixth",6,0.07
496,506,"They are good looking","Singaporean","Men","Ranked first",1,0.2
496,506,"They are good looking","Singaporean","Men","Ranked second",2,0.18
496,506,"They are good looking","Singaporean","Men","Ranked third",3,0.16
496,506,"They are good looking","Singaporean","Men","Ranked fourth",4,0.17
496,506,"They are good looking","Singaporean","Men","Ranked fifth",5,0.2
496,506,"They are good looking","Singaporean","Men","Ranked sixth",6,0.08
496,506,"They have a personality I like","Singaporean","Men","Ranked first",1,0.49
496,506,"They have a personality I like","Singaporean","Men","Ranked second",2,0.23
496,506,"They have a personality I like","Singaporean","Men","Ranked third",3,0.14
496,506,"They have a personality I like","Singaporean","Men","Ranked fourth",4,0.07
496,506,"They have a personality I like","Singaporean","Men","Ranked fifth",5,0.04
496,506,"They have a personality I like","Singaporean","Men","Ranked sixth",6,0.03
496,506,"They have a sense of humour I like","Singaporean","Men","Ranked first",1,0.08
496,506,"They have a sense of humour I like","Singaporean","Men","Ranked second",2,0.19
496,506,"They have a sense of humour I like","Singaporean","Men","Ranked third",3,0.24
496,506,"They have a sense of humour I like","Singaporean","Men","Ranked fourth",4,0.23
496,506,"They have a sense of humour I like","Singaporean","Men","Ranked fifth",5,0.17
496,506,"They have a sense of humour I like","Singaporean","Men","Ranked sixth",6,0.09
496,506,"They are intelligent","Singaporean","Men","Ranked first",1,0.09
496,506,"They are intelligent","Singaporean","Men","Ranked second",2,0.13
496,506,"They are intelligent","Singaporean","Men","Ranked third",3,0.24
496,506,"They are intelligent","Singaporean","Men","Ranked fourth",4,0.24
496,506,"They are intelligent","Singaporean","Men","Ranked fifth",5,0.24
496,506,"They are intelligent","Singaporean","Men","Ranked sixth",6,0.06
496,506,"They have/make a decent amount of money","Singaporean","Men","Ranked first",1,0.02
496,506,"They have/make a decent amount of money","Singaporean","Men","Ranked second",2,0.04
496,506,"They have/make a decent amount of money","Singaporean","Men","Ranked third",3,0.07
496,506,"They have/make a decent amount of money","Singaporean","Men","Ranked fourth",4,0.09
496,506,"They have/make a decent amount of money","Singaporean","Men","Ranked fifth",5,0.17
496,506,"They have/make a decent amount of money","Singaporean","Men","Ranked sixth",6,0.61
496,506,"They have similar interests to me","Singaporean","Men","Ranked first",1,0.11
496,506,"They have similar interests to me","Singaporean","Men","Ranked second",2,0.23
496,506,"They have similar interests to me","Singaporean","Men","Ranked third",3,0.14
496,506,"They have similar interests to me","Singaporean","Men","Ranked fourth",4,0.21
496,506,"They have similar interests to me","Singaporean","Men","Ranked fifth",5,0.19
496,506,"They have similar interests to me","Singaporean","Men","Ranked sixth",6,0.12
534,524,"They are good looking","Singaporean","Women","Ranked first",1,0.09
534,524,"They are good looking","Singaporean","Women","Ranked second",2,0.06
534,524,"They are good looking","Singaporean","Women","Ranked third",3,0.09
534,524,"They are good looking","Singaporean","Women","Ranked fourth",4,0.14
534,524,"They are good looking","Singaporean","Women","Ranked fifth",5,0.23
534,524,"They are good looking","Singaporean","Women","Ranked sixth",6,0.4
534,524,"They have a personality I like","Singaporean","Women","Ranked first",1,0.5
534,524,"They have a personality I like","Singaporean","Women","Ranked second",2,0.21
534,524,"They have a personality I like","Singaporean","Women","Ranked third",3,0.13
534,524,"They have a personality I like","Singaporean","Women","Ranked fourth",4,0.09
534,524,"They have a personality I like","Singaporean","Women","Ranked fifth",5,0.04
534,524,"They have a personality I like","Singaporean","Women","Ranked sixth",6,0.03
534,524,"They have a sense of humour I like","Singaporean","Women","Ranked first",1,0.16
534,524,"They have a sense of humour I like","Singaporean","Women","Ranked second",2,0.28
534,524,"They have a sense of humour I like","Singaporean","Women","Ranked third",3,0.23
534,524,"They have a sense of humour I like","Singaporean","Women","Ranked fourth",4,0.16
534,524,"They have a sense of humour I like","Singaporean","Women","Ranked fifth",5,0.1
534,524,"They have a sense of humour I like","Singaporean","Women","Ranked sixth",6,0.07
534,524,"They are intelligent","Singaporean","Women","Ranked first",1,0.12
534,524,"They are intelligent","Singaporean","Women","Ranked second",2,0.16
534,524,"They are intelligent","Singaporean","Women","Ranked third",3,0.21
534,524,"They are intelligent","Singaporean","Women","Ranked fourth",4,0.26
534,524,"They are intelligent","Singaporean","Women","Ranked fifth",5,0.19
534,524,"They are intelligent","Singaporean","Women","Ranked sixth",6,0.08
534,524,"They have/make a decent amount of money","Singaporean","Women","Ranked first",1,0.03
534,524,"They have/make a decent amount of money","Singaporean","Women","Ranked second",2,0.07
534,524,"They have/make a decent amount of money","Singaporean","Women","Ranked third",3,0.13
534,524,"They have/make a decent amount of money","Singaporean","Women","Ranked fourth",4,0.16
534,524,"They have/make a decent amount of money","Singaporean","Women","Ranked fifth",5,0.3
534,524,"They have/make a decent amount of money","Singaporean","Women","Ranked sixth",6,0.3
534,524,"They have similar interests to me","Singaporean","Women","Ranked first",1,0.1
534,524,"They have similar interests to me","Singaporean","Women","Ranked second",2,0.23
534,524,"They have similar interests to me","Singaporean","Women","Ranked third",3,0.22
534,524,"They have similar interests to me","Singaporean","Women","Ranked fourth",4,0.19
534,524,"They have similar interests to me","Singaporean","Women","Ranked fifth",5,0.14
534,524,"They have similar interests to me","Singaporean","Women","Ranked sixth",6,0.13
507,490,"They are good looking","Swedish","Men","Ranked first",1,0.14
507,490,"They are good looking","Swedish","Men","Ranked second",2,0.12
507,490,"They are good looking","Swedish","Men","Ranked third",3,0.23
507,490,"They are good looking","Swedish","Men","Ranked fourth",4,0.18
507,490,"They are good looking","Swedish","Men","Ranked fifth",5,0.27
507,490,"They are good looking","Swedish","Men","Ranked sixth",6,0.04
507,490,"They have a personality I like","Swedish","Men","Ranked first",1,0.62
507,490,"They have a personality I like","Swedish","Men","Ranked second",2,0.2
507,490,"They have a personality I like","Swedish","Men","Ranked third",3,0.07
507,490,"They have a personality I like","Swedish","Men","Ranked fourth",4,0.05
507,490,"They have a personality I like","Swedish","Men","Ranked fifth",5,0.04
507,490,"They have a personality I like","Swedish","Men","Ranked sixth",6,0.03
507,490,"They have a sense of humour I like","Swedish","Men","Ranked first",1,0.09
507,490,"They have a sense of humour I like","Swedish","Men","Ranked second",2,0.29
507,490,"They have a sense of humour I like","Swedish","Men","Ranked third",3,0.25
507,490,"They have a sense of humour I like","Swedish","Men","Ranked fourth",4,0.22
507,490,"They have a sense of humour I like","Swedish","Men","Ranked fifth",5,0.11
507,490,"They have a sense of humour I like","Swedish","Men","Ranked sixth",6,0.04
507,490,"They are intelligent","Swedish","Men","Ranked first",1,0.08
507,490,"They are intelligent","Swedish","Men","Ranked second",2,0.21
507,490,"They are intelligent","Swedish","Men","Ranked third",3,0.23
507,490,"They are intelligent","Swedish","Men","Ranked fourth",4,0.27
507,490,"They are intelligent","Swedish","Men","Ranked fifth",5,0.17
507,490,"They are intelligent","Swedish","Men","Ranked sixth",6,0.05
507,490,"They have/make a decent amount of money","Swedish","Men","Ranked first",1,0
507,490,"They have/make a decent amount of money","Swedish","Men","Ranked second",2,0.01
507,490,"They have/make a decent amount of money","Swedish","Men","Ranked third",3,0.05
507,490,"They have/make a decent amount of money","Swedish","Men","Ranked fourth",4,0.04
507,490,"They have/make a decent amount of money","Swedish","Men","Ranked fifth",5,0.12
507,490,"They have/make a decent amount of money","Swedish","Men","Ranked sixth",6,0.77
507,490,"They have similar interests to me","Swedish","Men","Ranked first",1,0.08
507,490,"They have similar interests to me","Swedish","Men","Ranked second",2,0.16
507,490,"They have similar interests to me","Swedish","Men","Ranked third",3,0.18
507,490,"They have similar interests to me","Swedish","Men","Ranked fourth",4,0.23
507,490,"They have similar interests to me","Swedish","Men","Ranked fifth",5,0.29
507,490,"They have similar interests to me","Swedish","Men","Ranked sixth",6,0.06
499,523,"They are good looking","Swedish","Women","Ranked first",1,0.05
499,523,"They are good looking","Swedish","Women","Ranked second",2,0.1
499,523,"They are good looking","Swedish","Women","Ranked third",3,0.11
499,523,"They are good looking","Swedish","Women","Ranked fourth",4,0.21
499,523,"They are good looking","Swedish","Women","Ranked fifth",5,0.4
499,523,"They are good looking","Swedish","Women","Ranked sixth",6,0.13
499,523,"They have a personality I like","Swedish","Women","Ranked first",1,0.73
499,523,"They have a personality I like","Swedish","Women","Ranked second",2,0.13
499,523,"They have a personality I like","Swedish","Women","Ranked third",3,0.07
499,523,"They have a personality I like","Swedish","Women","Ranked fourth",4,0.05
499,523,"They have a personality I like","Swedish","Women","Ranked fifth",5,0.02
499,523,"They have a personality I like","Swedish","Women","Ranked sixth",6,0.01
499,523,"They have a sense of humour I like","Swedish","Women","Ranked first",1,0.08
499,523,"They have a sense of humour I like","Swedish","Women","Ranked second",2,0.37
499,523,"They have a sense of humour I like","Swedish","Women","Ranked third",3,0.26
499,523,"They have a sense of humour I like","Swedish","Women","Ranked fourth",4,0.19
499,523,"They have a sense of humour I like","Swedish","Women","Ranked fifth",5,0.07
499,523,"They have a sense of humour I like","Swedish","Women","Ranked sixth",6,0.03
