"Region","Country","Date","Weekday","Holiday Name","Holiday Type","Where It is Observed"
"South America","Bolivia",2017-08-17,"Thursday","Flag Day","Observance",NA
"South America","Bolivia",2017-09-22,"Friday","September equinox","Season",NA
"South America","Bolivia",2017-10-12,"Thursday","Indigenous Resistance´s Day","Observance",NA
"South America","Bolivia",2017-11-02,"Thursday","All Saints Day","National holiday",NA
"South America","Bolivia",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Bolivia",2017-12-25,"Monday","Christmas Day","National holiday, Christian",NA
"South America","Brazil",2017-01-01,"Sunday","New Year's Day","National Holiday",NA
"South America","Brazil",2017-02-25,"Saturday","Carnival Saturday","Observance",NA
"South America","Brazil",2017-02-26,"Sunday","Carnival Sunday","Observance",NA
"South America","Brazil",2017-02-27,"Monday","Carnival Monday","Optional Holiday",NA
"South America","Brazil",2017-02-28,"Tuesday","Carnival Tuesday","Optional Holiday",NA
"South America","Brazil",2017-03-01,"Wednesday","Carnival end (until 2pm)","Optional Holiday",NA
"South America","Brazil",2017-03-20,"Monday","March equinox","Season",NA
"South America","Brazil",2017-04-14,"Friday","Good Friday","National Holiday",NA
"South America","Brazil",2017-04-16,"Sunday","Easter Sunday","Observance",NA
"South America","Brazil",2017-04-21,"Friday","Tiradentes Day","National Holiday",NA
"South America","Brazil",2017-05-01,"Monday","Labor Day / May Day","National Holiday",NA
"South America","Brazil",2017-05-14,"Sunday","Mother's Day","Observance",NA
"South America","Brazil",2017-06-12,"Monday","Brazilian Valentine's Day","Observance",NA
"South America","Brazil",2017-06-15,"Thursday","Corpus Christi","Optional Holiday",NA
"South America","Brazil",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Brazil",2017-08-13,"Sunday","Father's Day","Observance",NA
"South America","Brazil",2017-09-07,"Thursday","Independence Day","National Holiday",NA
"South America","Brazil",2017-09-22,"Friday","September equinox","Season",NA
"South America","Brazil",2017-10-12,"Thursday","Our Lady Aparecida/Children's Day","National Holiday",NA
"South America","Brazil",2017-10-15,"Sunday","Teacher's Day","Observance",NA
"South America","Brazil",2017-10-28,"Saturday","Public Service Holiday","Optional Holiday",NA
"South America","Brazil",2017-11-02,"Thursday","All Souls' Day","National Holiday",NA
"South America","Brazil",2017-11-15,"Wednesday","Republic Proclamation Day","National Holiday",NA
"South America","Brazil",2017-11-20,"Monday","Black Consciousness Day","Observance",NA
"South America","Brazil",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Brazil",2017-12-24,"Sunday","Christmas Eve (from 2pm)","Optional Holiday",NA
"South America","Brazil",2017-12-25,"Monday","Christmas Day","National Holiday",NA
"South America","Brazil",2017-12-31,"Sunday","New Year's Eve (from 2pm)","Optional Holiday",NA
"South America","Chile",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"South America","Chile",2017-03-20,"Monday","March equinox","Season",NA
"South America","Chile",2017-04-13,"Thursday","Maundy Thursday","Observance, Christian",NA
"South America","Chile",2017-04-14,"Friday","Good Friday","National holiday, Christian",NA
"South America","Chile",2017-04-15,"Saturday","Holy Saturday","National holiday, Christian",NA
"South America","Chile",2017-04-16,"Sunday","Easter Day","Observance, Christian",NA
"South America","Chile",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"South America","Chile",2017-05-21,"Sunday","Navy Day","National holiday",NA
"South America","Chile",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Chile",2017-06-26,"Monday","Saint Peter and Saint Paul","National holiday",NA
"South America","Chile",2017-07-16,"Sunday","Our Lady of Mount Carmel","National holiday",NA
"South America","Chile",2017-08-15,"Tuesday","Assumption of Mary","National holiday",NA
"South America","Chile",2017-09-18,"Monday","National Day","National holiday",NA
"South America","Chile",2017-09-19,"Tuesday","Army Day","National holiday",NA
"South America","Chile",2017-09-22,"Friday","September equinox","Season",NA
"South America","Chile",2017-10-09,"Monday","Columbus Day","National holiday",NA
"South America","Chile",2017-10-27,"Friday","Reformation Day","National holiday",NA
"South America","Chile",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"South America","Chile",2017-12-08,"Friday","Inmaculate Conception Day","National holiday",NA
"South America","Chile",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Chile",2017-12-25,"Monday","Christmas Day","National holiday, Christian",NA
"South America","Chile",2017-12-31,"Sunday","New Year's Eve","Bank holiday",NA
"South America","Colombia",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"South America","Colombia",2017-01-09,"Monday","Epiphany","National holiday",NA
"South America","Colombia",2017-03-08,"Wednesday","Women´s Day","Observance",NA
"South America","Colombia",2017-03-20,"Monday","March equinox","Season",NA
"South America","Colombia",2017-03-20,"Monday","Saint Joseph's Day","National holiday",NA
"South America","Colombia",2017-04-09,"Sunday","Palm Sunday","Observance, Christian",NA
"South America","Colombia",2017-04-13,"Thursday","Maundy Thursday","National holiday, Christian",NA
"South America","Colombia",2017-04-14,"Friday","Good Friday","National holiday, Christian",NA
"South America","Colombia",2017-04-16,"Sunday","Easter Day","Observance, Christian",NA
"South America","Colombia",2017-04-23,"Sunday","Language Day","Observance",NA
"South America","Colombia",2017-04-26,"Wednesday","Secretaries' Day","Observance",NA
"South America","Colombia",2017-04-29,"Saturday","Day of Trees","Observance",NA
"South America","Colombia",2017-04-29,"Saturday","Children´s Day","Observance",NA
"South America","Colombia",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"South America","Colombia",2017-05-14,"Sunday","Mother's Day","Observance",NA
"South America","Colombia",2017-05-15,"Monday","Teacher´s Day","Observance",NA
"South America","Colombia",2017-05-29,"Monday","Ascension Day","National holiday",NA
"South America","Colombia",2017-06-18,"Sunday","Father's Day","Observance",NA
"South America","Colombia",2017-06-19,"Monday","Corpus Christi","National holiday",NA
"South America","Colombia",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Colombia",2017-06-26,"Monday","Sacred Heart","National holiday",NA
"South America","Colombia",2017-07-03,"Monday","Feast of Saint Peter and Saint Paul","National holiday",NA
"South America","Colombia",2017-07-20,"Thursday","Independence Day","National holiday",NA
"South America","Colombia",2017-08-07,"Monday","Battle of Boyacá Day","National holiday",NA
"South America","Colombia",2017-08-21,"Monday","Assumption of Mary","National holiday",NA
"South America","Colombia",2017-09-16,"Saturday","Valentine's Day","Observance",NA
"South America","Colombia",2017-09-22,"Friday","September equinox","Season",NA
"South America","Colombia",2017-10-16,"Monday","Columbus Day","National holiday",NA
"South America","Colombia",2017-10-31,"Tuesday","Halloween","Observance",NA
"South America","Colombia",2017-11-06,"Monday","All Saints' Day","National holiday",NA
"South America","Colombia",2017-11-13,"Monday","Independence of Cartagena","National holiday",NA
"South America","Colombia",2017-11-14,"Tuesday","Colombian Women's Day","Observance",NA
"South America","Colombia",2017-12-07,"Thursday","Eve of the Feast of the Immaculate Conception","Observance",NA
"South America","Colombia",2017-12-08,"Friday","Feast of the Immaculate Conception","National holiday",NA
"South America","Colombia",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Colombia",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"South America","Colombia",2017-12-25,"Monday","Christmas Day","National holiday, Christian",NA
"South America","Colombia",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"South America","Ecuador",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"South America","Ecuador",2017-02-27,"Monday","Carnival","National holiday",NA
"South America","Ecuador",2017-02-28,"Tuesday","Carnival","National holiday",NA
"South America","Ecuador",2017-03-04,"Saturday","Special working day (compensation for Carnival Monday)","Observance",NA
"South America","Ecuador",2017-03-11,"Saturday","Special working day (compensation for Carnival Tuesday)","Observance",NA
"South America","Ecuador",2017-03-20,"Monday","March equinox","Season",NA
"South America","Ecuador",2017-04-13,"Thursday","Maundy Thursday","Observance, Christian",NA
"South America","Ecuador",2017-04-14,"Friday","Good Friday","National holiday, Christian",NA
"South America","Ecuador",2017-04-15,"Saturday","Holy Saturday","Observance, Christian",NA
"South America","Ecuador",2017-04-16,"Sunday","Easter Sunday","Observance, Christian",NA
"South America","Ecuador",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"South America","Ecuador",2017-05-24,"Wednesday","The Battle of Pichincha","National holiday",NA
"South America","Ecuador",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Ecuador",2017-07-24,"Monday","Simón Bolívar´s Birthday Memorial","Observance",NA
"South America","Ecuador",2017-08-10,"Thursday","Independence Day","National holiday",NA
"South America","Ecuador",2017-09-22,"Friday","September equinox","Season",NA
"South America","Ecuador",2017-10-09,"Monday","Independence of Guayaquil","National holiday",NA
"South America","Ecuador",2017-11-02,"Thursday","All Soul´s Day","National holiday",NA
"South America","Ecuador",2017-11-03,"Friday","Independence of Cuenca","National holiday",NA
"South America","Ecuador",2017-12-06,"Wednesday","Foundation of Quito","Local holiday",NA
"South America","Ecuador",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Ecuador",2017-12-25,"Monday","Christmas Day","National holiday, Christian",NA
"South America","Ecuador",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"South America","Guyana",2017-01-01,"Sunday","New Year's Day","Public Holiday",NA
"South America","Guyana",2017-01-02,"Monday","New Year's Day observed","Public Holiday",NA
"South America","Guyana",2017-02-23,"Thursday","Mashramani (Republic Day)","Public Holiday",NA
"South America","Guyana",2017-03-12,"Sunday","Phagwah (Holi)","Public Holiday",NA
"South America","Guyana",2017-03-13,"Monday","Phagwah (Holi) observed","Public Holiday",NA
"South America","Guyana",2017-03-20,"Monday","March equinox","Season",NA
"South America","Guyana",2017-04-14,"Friday","Good Friday","Public Holiday",NA
"South America","Guyana",2017-04-17,"Monday","Easter Monday","Public Holiday",NA
"South America","Guyana",2017-05-01,"Monday","Labor Day / May Day","Public Holiday",NA
"South America","Guyana",2017-05-05,"Friday","Arrival Day","Public Holiday",NA
"South America","Guyana",2017-05-26,"Friday","Independence Day","Public Holiday",NA
"South America","Guyana",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Guyana",2017-07-03,"Monday","CARICOM Day","Public Holiday",NA
"South America","Guyana",2017-08-01,"Tuesday","Emancipation Day","Public Holiday",NA
"South America","Guyana",2017-09-02,"Saturday","Eid-al-Adha","Public Holiday",NA
"South America","Guyana",2017-09-22,"Friday","September equinox","Season",NA
"South America","Guyana",2017-10-19,"Thursday","Deepavali","Public Holiday",NA
"South America","Guyana",2017-12-01,"Friday","Prophet's Birthday","Public Holiday",NA
"South America","Guyana",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Guyana",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
"South America","Guyana",2017-12-26,"Tuesday","Boxing Day","Public Holiday",NA
"South America","Paraguay",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"South America","Paraguay",2017-03-01,"Wednesday","Heroes' Day","National holiday",NA
"South America","Paraguay",2017-03-20,"Monday","March equinox","Season",NA
"South America","Paraguay",2017-03-26,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"South America","Paraguay",2017-04-13,"Thursday","Maundy Thursday","National holiday",NA
"South America","Paraguay",2017-04-14,"Friday","Good Friday","National holiday",NA
"South America","Paraguay",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"South America","Paraguay",2017-05-14,"Sunday","National Holiday","National holiday",NA
"South America","Paraguay",2017-05-15,"Monday","Independence Day","National holiday",NA
"South America","Paraguay",2017-06-12,"Monday","Chaco Armistice","National holiday",NA
"South America","Paraguay",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Paraguay",2017-08-15,"Tuesday","Founding of Asuncion","National holiday",NA
"South America","Paraguay",2017-09-22,"Friday","September equinox","Season",NA
"South America","Paraguay",2017-09-29,"Friday","Boqueron Battle Victory Day","National holiday",NA
"South America","Paraguay",2017-10-01,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"South America","Paraguay",2017-12-08,"Friday","Virgin of Caacupé Day","National holiday",NA
"South America","Paraguay",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Paraguay",2017-12-24,"Sunday","Christmas Eve (Half Day)","National holiday",NA
"South America","Paraguay",2017-12-25,"Monday","Christmas Day","National holiday",NA
"South America","Paraguay",2017-12-31,"Sunday","New Year's Eve","National holiday",NA
"South America","Peru",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"South America","Peru",2017-01-06,"Friday","The Three Wise Men Day","Observance",NA
"South America","Peru",2017-03-20,"Monday","March equinox","Season",NA
"South America","Peru",2017-04-13,"Thursday","Maundy Thursday","National holiday, Christian",NA
"South America","Peru",2017-04-14,"Friday","Good Friday","National holiday, Christian",NA
"South America","Peru",2017-04-16,"Sunday","Easter Day","National holiday, Christian",NA
"South America","Peru",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"South America","Peru",2017-05-14,"Sunday","Mother's Day","Observance",NA
"South America","Peru",2017-06-07,"Wednesday","Flag Day","Observance",NA
"South America","Peru",2017-06-18,"Sunday","Father's Day","Observance",NA
"South America","Peru",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Peru",2017-06-24,"Saturday","Farmer Day","Observance",NA
"South America","Peru",2017-06-24,"Saturday","Inti Raymi Day","Observance",NA
"South America","Peru",2017-06-29,"Thursday","St Peter and St Paul","National holiday",NA
"South America","Peru",2017-07-28,"Friday","Independence Day","National holiday",NA
"South America","Peru",2017-07-29,"Saturday","Independence Day (day 2)","National holiday",NA
"South America","Peru",2017-08-30,"Wednesday","Santa Rosa De Lima","National holiday",NA
"South America","Peru",2017-09-22,"Friday","September equinox","Season",NA
"South America","Peru",2017-09-24,"Sunday","Armed Forces Day","Observance",NA
"South America","Peru",2017-10-08,"Sunday","Battle of Angamos","National holiday",NA
"South America","Peru",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"South America","Peru",2017-11-02,"Thursday","All Souls' Day","Observance",NA
"South America","Peru",2017-12-08,"Friday","Feast of the Immaculate Conception","National holiday",NA
"South America","Peru",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Peru",2017-12-24,"Sunday","Christmas Eve","Observance, Christian",NA
"South America","Peru",2017-12-25,"Monday","Christmas Day","National holiday, Christian",NA
"South America","Peru",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"South America","Suriname",2017-01-01,"Sunday","New Year","Public Holiday",NA
"South America","Suriname",2017-02-25,"Saturday","Revolution Day","Public Holiday",NA
"South America","Suriname",2017-03-12,"Sunday","Holi Phagwa","Public Holiday",NA
"South America","Suriname",2017-03-20,"Monday","March equinox","Season",NA
"South America","Suriname",2017-04-14,"Friday","Good Friday","Public Holiday",NA
"South America","Suriname",2017-04-17,"Monday","Easter Monday","Public Holiday",NA
"South America","Suriname",2017-05-01,"Monday","Labor Day","Public Holiday",NA
"South America","Suriname",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Suriname",2017-06-26,"Monday","Eid al-Fitr","Public Holiday",NA
"South America","Suriname",2017-07-01,"Saturday","Freedom Day","Public Holiday",NA
"South America","Suriname",2017-08-10,"Thursday","Indigenous Peoples Day","Public Holiday",NA
"South America","Suriname",2017-09-02,"Saturday","Eid al-Adha","Public Holiday",NA
"South America","Suriname",2017-09-22,"Friday","September equinox","Season",NA
"South America","Suriname",2017-10-10,"Tuesday","Day of the Maroons","Public Holiday",NA
"South America","Suriname",2017-10-19,"Thursday","Diwali","Public Holiday",NA
"South America","Suriname",2017-11-25,"Saturday","Independence Day","Public Holiday",NA
"South America","Suriname",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Suriname",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
"South America","Suriname",2017-12-26,"Tuesday","Boxing Day","Public Holiday",NA
"South America","Uruguay",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"South America","Uruguay",2017-01-06,"Friday","The Three Wise Men Day","Bank holiday",NA
"South America","Uruguay",2017-02-27,"Monday","Carnival","Bank holiday",NA
"South America","Uruguay",2017-02-28,"Tuesday","Carnival/Shrove Tuesday","Bank holiday",NA
"South America","Uruguay",2017-03-20,"Monday","March equinox","Season",NA
"South America","Uruguay",2017-04-13,"Thursday","Maundy Thursday","Observance, Christian",NA
"South America","Uruguay",2017-04-14,"Friday","Good Friday","Observance, Christian",NA
"South America","Uruguay",2017-04-16,"Sunday","Easter Day","Observance, Christian",NA
"South America","Uruguay",2017-04-17,"Monday","Landing of the 33 orientals","Bank holiday",NA
"South America","Uruguay",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"South America","Uruguay",2017-05-22,"Monday","Battle of Las Piedras","Observance",NA
"South America","Uruguay",2017-06-19,"Monday","José Artigas´ Birthday Memorial","Bank holiday",NA
"South America","Uruguay",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Uruguay",2017-07-18,"Tuesday","Constitution Day","National holiday",NA
"South America","Uruguay",2017-08-25,"Friday","Independence Day","National holiday",NA
"South America","Uruguay",2017-09-22,"Friday","September equinox","Season",NA
"South America","Uruguay",2017-10-16,"Monday","Columbus Day","Observance",NA
"South America","Uruguay",2017-11-02,"Thursday","All Saint´s Day","Observance, Christian",NA
"South America","Uruguay",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Uruguay",2017-12-24,"Sunday","Christmas Eve","Observance, Christian",NA
"South America","Uruguay",2017-12-25,"Monday","Christmas Day","National holiday, Christian",NA
"South America","Uruguay",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"South America","Venezuela",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"South America","Venezuela",2017-01-06,"Friday","The Three Wise Men Day","Bank holiday",NA
"South America","Venezuela",2017-02-27,"Monday","Carnival","National holiday",NA
"South America","Venezuela",2017-02-28,"Tuesday","Carnival/Shrove Tuesday","National holiday",NA
"South America","Venezuela",2017-03-19,"Sunday","Saint Joseph´s Day","National holiday",NA
"South America","Venezuela",2017-03-20,"Monday","March equinox","Season",NA
"South America","Venezuela",2017-04-09,"Sunday","Palm Sunday","Observance, Christian",NA
"South America","Venezuela",2017-04-13,"Thursday","Maundy Thursday","National holiday, Christian",NA
"South America","Venezuela",2017-04-14,"Friday","Good Friday","National holiday, Christian",NA
"South America","Venezuela",2017-04-16,"Sunday","Easter Day","Observance, Christian",NA
"South America","Venezuela",2017-04-19,"Wednesday","Declaration of Independence","National holiday",NA
"South America","Venezuela",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"South America","Venezuela",2017-05-25,"Thursday","Ascension Day","Bank holiday",NA
"South America","Venezuela",2017-06-15,"Thursday","Corpus Christi","Bank holiday",NA
"South America","Venezuela",2017-06-21,"Wednesday","June Solstice","Season",NA
"South America","Venezuela",2017-06-24,"Saturday","Carabobo Battle","National holiday",NA
"South America","Venezuela",2017-06-29,"Thursday","Saint Peter and Saint Paul","National holiday",NA
"South America","Venezuela",2017-07-05,"Wednesday","Independence Day","National holiday",NA
"South America","Venezuela",2017-07-24,"Monday","Simón Bolívar´s Birthday","National holiday",NA
"South America","Venezuela",2017-08-03,"Thursday","Flag´s Day","Observance",NA
"South America","Venezuela",2017-08-04,"Friday","National Guard´s Day","Observance",NA
"South America","Venezuela",2017-08-15,"Tuesday","Assumption of Mary","National holiday",NA
"South America","Venezuela",2017-09-11,"Monday","Our Lady of Coromoto","Observance",NA
"South America","Venezuela",2017-09-22,"Friday","September equinox","Season",NA
"South America","Venezuela",2017-10-12,"Thursday","Indigenous Resistance´s Day","National holiday",NA
"South America","Venezuela",2017-11-01,"Wednesday","All Saints Day","National holiday",NA
"South America","Venezuela",2017-11-02,"Thursday","All Soul´s Day","Observance",NA
"South America","Venezuela",2017-11-27,"Monday","Aviation Day","Observance",NA
"South America","Venezuela",2017-12-08,"Friday","Feast of the Immaculate Conception","Bank holiday",NA
"South America","Venezuela",2017-12-21,"Thursday","December Solstice","Season",NA
"South America","Venezuela",2017-12-24,"Sunday","Christmas Eve","National holiday, Christian",NA
"South America","Venezuela",2017-12-25,"Monday","Christmas Day","National holiday, Christian",NA
"South America","Venezuela",2017-12-25,"Monday","Christmas Eve observed","National holiday, Christian",NA
"South America","Venezuela",2017-12-31,"Sunday","New Year´s Eve","National holiday",NA
"Australia & Pacific","Australia",2017-01-01,"Sunday","Last day of Hanukkah","Jewish holiday",NA
"Australia & Pacific","Australia",2017-01-01,"Sunday","New Year's Day","National Holiday",NA
"Australia & Pacific","Australia",2017-01-02,"Monday","New Year's Day observed","National Holiday",NA
"Australia & Pacific","Australia",2017-01-06,"Friday","Epiphany","Christian",NA
"Australia & Pacific","Australia",2017-01-07,"Saturday","Orthodox Christmas Day","Orthodox",NA
"Australia & Pacific","Australia",2017-01-14,"Saturday","Orthodox New Year","Orthodox",NA
"Australia & Pacific","Australia",2017-01-26,"Thursday","Australia Day","National Holiday",NA
"Australia & Pacific","Australia",2017-01-28,"Saturday","Chinese New Year","Observance",NA
"Australia & Pacific","Australia",2017-02-11,"Saturday","Tu B'Shevat (Arbor Day)","Jewish holiday",NA
"Australia & Pacific","Australia",2017-02-13,"Monday","Royal Hobart Regatta","State Holiday","Tasmania"
"Australia & Pacific","Australia",2017-02-14,"Tuesday","Valentine's Day","Observance",NA
"Australia & Pacific","Australia",2017-02-28,"Tuesday","Carnival/Shrove Tuesday","Christian",NA
"Australia & Pacific","Australia",2017-03-01,"Wednesday","Ash Wednesday","Christian",NA
"Australia & Pacific","Australia",2017-03-06,"Monday","Labour Day","Common State holiday","Western Australia"
"Australia & Pacific","Australia",2017-03-12,"Sunday","Purim","Jewish holiday",NA
"Australia & Pacific","Australia",2017-03-13,"Monday","Labour Day","Common State holiday","Victoria"
"Australia & Pacific","Australia",2017-03-13,"Monday","Eight Hours Day","Common State holiday","Tasmania"
"Australia & Pacific","Australia",2017-03-13,"Monday","Adelaide Cup","State Holiday","South Australia"
"Australia & Pacific","Australia",2017-03-13,"Monday","Canberra Day","State Holiday","Australian Capital Territory"
"Australia & Pacific","Australia",2017-03-17,"Friday","St Patrick's Day","Observance",NA
"Australia & Pacific","Australia",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","Australia",2017-03-21,"Tuesday","Harmony Day","Observance",NA
"Australia & Pacific","Australia",2017-04-01,"Saturday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Australia & Pacific","Australia",2017-04-09,"Sunday","Palm Sunday","Christian",NA
"Australia & Pacific","Australia",2017-04-11,"Tuesday","First day of Passover","Jewish holiday",NA
"Australia & Pacific","Australia",2017-04-13,"Thursday","Maundy Thursday","Christian",NA
"Australia & Pacific","Australia",2017-04-14,"Friday","Orthodox Good Friday","Orthodox",NA
"Australia & Pacific","Australia",2017-04-14,"Friday","Good Friday","National Holiday",NA
"Australia & Pacific","Australia",2017-04-15,"Saturday","Orthodox Holy Saturday","Orthodox",NA
"Australia & Pacific","Australia",2017-04-15,"Saturday","Holy Saturday","Common State holiday","All except Tas, WA"
"Australia & Pacific","Australia",2017-04-16,"Sunday","Orthodox Easter","Orthodox",NA
"Australia & Pacific","Australia",2017-04-16,"Sunday","Easter Day","State Holiday","Australian Capital Territory, New South Wales"
"Australia & Pacific","Australia",2017-04-16,"Sunday","Easter Day","Observance","All"
"Australia & Pacific","Australia",2017-04-17,"Monday","Orthodox Easter Monday","Orthodox",NA
"Australia & Pacific","Australia",2017-04-17,"Monday","Easter Monday","National Holiday",NA
"Australia & Pacific","Australia",2017-04-18,"Tuesday","Last day of Passover","Jewish holiday",NA
"Australia & Pacific","Australia",2017-04-18,"Tuesday","Easter Tuesday","State Holiday","Tasmania"
"Australia & Pacific","Australia",2017-04-24,"Monday","Yom HaShoah","Jewish holiday",NA
"Australia & Pacific","Australia",2017-04-24,"Monday","Isra and Mi'raj","Muslim",NA
"Australia & Pacific","Australia",2017-04-25,"Tuesday","ANZAC Day","National Holiday","All"
"Australia & Pacific","Australia",2017-05-01,"Monday","May Day","Common State holiday","Northern Territory, Queensland"
"Australia & Pacific","Australia",2017-05-02,"Tuesday","Yom HaAtzmaut","Jewish holiday",NA
"Australia & Pacific","Australia",2017-05-14,"Sunday","Lag B'Omer","Jewish holiday",NA
"Australia & Pacific","Australia",2017-05-14,"Sunday","Mother's Day","Observance",NA
"Australia & Pacific","Australia",2017-05-25,"Thursday","Ascension Day","Christian",NA
"Australia & Pacific","Australia",2017-05-26,"Friday","National Sorry Day","Observance",NA
"Australia & Pacific","Australia",2017-05-27,"Saturday","Ramadan begins","Muslim",NA
"Australia & Pacific","Australia",2017-05-31,"Wednesday","Shavuot","Jewish holiday",NA
"Australia & Pacific","Australia",2017-06-04,"Sunday","Pentecost","Christian",NA
"Australia & Pacific","Australia",2017-06-05,"Monday","Whit Monday","Christian",NA
"Australia & Pacific","Australia",2017-06-05,"Monday","Western Australia Day","Common State holiday","Western Australia"
"Australia & Pacific","Australia",2017-06-06,"Tuesday","Queensland Day","Local observance",NA
"Australia & Pacific","Australia",2017-06-11,"Sunday","Trinity Sunday","Christian",NA
"Australia & Pacific","Australia",2017-06-12,"Monday","Queen's Birthday","Common State holiday","All except Qld, WA"
"Australia & Pacific","Australia",2017-06-15,"Thursday","Corpus Christi","Christian",NA
"Australia & Pacific","Australia",2017-06-21,"Wednesday","Laylat al-Qadr (Night of Destiny)","Muslim",NA
"Australia & Pacific","Australia",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","Australia",2017-06-26,"Monday","Eid-al-Fitr","Muslim",NA
"Australia & Pacific","Australia",2017-07-02,"Sunday","First Day of NAIDOC Week","Observance",NA
"Australia & Pacific","Australia",2017-08-01,"Tuesday","Tisha B'Av","Jewish holiday",NA
"Australia & Pacific","Australia",2017-08-07,"Monday","New South Wales Bank Holiday","State Holiday","New South Wales"
"Australia & Pacific","Australia",2017-08-07,"Monday","Northern Territory Picnic Day","State Holiday","Northern Territory"
"Australia & Pacific","Australia",2017-08-15,"Tuesday","Assumption of Mary","Christian",NA
"Australia & Pacific","Australia",2017-08-16,"Wednesday","Royal National Agricultural Show Day Queensland","State Holiday","Queensland"
"Australia & Pacific","Australia",2017-09-02,"Saturday","Eid-al-Adha","Muslim",NA
"Australia & Pacific","Australia",2017-09-03,"Sunday","Father's Day","Observance",NA
"Australia & Pacific","Australia",2017-09-21,"Thursday","Rosh Hashana","Jewish holiday",NA
"Australia & Pacific","Australia",2017-09-22,"Friday","Muharram/Islamic New Year","Muslim",NA
"Australia & Pacific","Australia",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","Australia",2017-09-25,"Monday","Queen's Birthday","Common State holiday","Western Australia"
"Australia & Pacific","Australia",2017-09-25,"Monday","Family & Community Day","State Holiday","Australian Capital Territory"
"Australia & Pacific","Australia",2017-09-29,"Friday","AFL Grand Final Friday","State Holiday","Victoria"
"Australia & Pacific","Australia",2017-09-30,"Saturday","Yom Kippur","Jewish holiday",NA
"Australia & Pacific","Australia",2017-09-30,"Saturday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Australia & Pacific","Australia",2017-10-02,"Monday","Queen's Birthday","Common State holiday","Queensland"
"Australia & Pacific","Australia",2017-10-02,"Monday","Labour Day","Common State holiday","ACT, NSW, SA"
"Australia & Pacific","Australia",2017-10-04,"Wednesday","Feast of St Francis of Assisi","Christian",NA
"Australia & Pacific","Australia",2017-10-05,"Thursday","First day of Sukkot","Jewish holiday",NA
"Australia & Pacific","Australia",2017-10-11,"Wednesday","Last day of Sukkot","Jewish holiday",NA
"Australia & Pacific","Australia",2017-10-12,"Thursday","Shmini Atzeret","Jewish holiday",NA
"Australia & Pacific","Australia",2017-10-13,"Friday","Simchat Torah","Jewish holiday",NA
"Australia & Pacific","Australia",2017-10-19,"Thursday","Diwali/Deepavali","Observance",NA
"Australia & Pacific","Australia",2017-10-31,"Tuesday","Halloween","Observance",NA
"Australia & Pacific","Australia",2017-11-01,"Wednesday","All Saints' Day","Christian",NA
