"Region","Country","Date","Weekday","Holiday Name","Holiday Type","Where It is Observed"
"Europe","Latvia",2017-04-14,"Friday","Good Friday","National holiday",NA
"Europe","Latvia",2017-04-15,"Saturday","Holy Saturday","Observance",NA
"Europe","Latvia",2017-04-16,"Sunday","Easter Sunday","National holiday",NA
"Europe","Latvia",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Latvia",2017-05-01,"Monday","Labour Day/May Day","National holiday",NA
"Europe","Latvia",2017-05-04,"Thursday","Independence Restoration Day","National holiday",NA
"Europe","Latvia",2017-05-14,"Sunday","Mothers' Day","Observance",NA
"Europe","Latvia",2017-06-04,"Sunday","Whitsunday","Observance",NA
"Europe","Latvia",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Latvia",2017-06-23,"Friday","Midsummer Eve","National holiday",NA
"Europe","Latvia",2017-06-24,"Saturday","Midsummer Day","National holiday",NA
"Europe","Latvia",2017-09-10,"Sunday","Fathers' Day","Observance",NA
"Europe","Latvia",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Latvia",2017-10-29,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Europe","Latvia",2017-10-31,"Tuesday","Halloween","Observance",NA
"Europe","Latvia",2017-11-18,"Saturday","Republic of Latvia Proclamation Day","National holiday",NA
"Europe","Latvia",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Latvia",2017-12-24,"Sunday","Christmas Eve","National holiday",NA
"Europe","Latvia",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Latvia",2017-12-26,"Tuesday","Second Day of Christmas","National holiday",NA
"Europe","Latvia",2017-12-31,"Sunday","New Year's Eve","National holiday",NA
"Europe","Liechtenstein",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Liechtenstein",2017-01-02,"Monday","Berchtold Day","Bank holiday",NA
"Europe","Liechtenstein",2017-01-06,"Friday","Epiphany","National holiday",NA
"Europe","Liechtenstein",2017-02-02,"Thursday","Candlemas","National holiday",NA
"Europe","Liechtenstein",2017-02-28,"Tuesday","Carnival/Shrove Tuesday","Bank holiday",NA
"Europe","Liechtenstein",2017-03-19,"Sunday","St Joseph's Day","National holiday",NA
"Europe","Liechtenstein",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Liechtenstein",2017-03-26,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Europe","Liechtenstein",2017-04-14,"Friday","Good Friday","Bank holiday",NA
"Europe","Liechtenstein",2017-04-16,"Sunday","Easter Sunday","Observance",NA
"Europe","Liechtenstein",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Liechtenstein",2017-05-01,"Monday","Labour Day/May Day","National holiday",NA
"Europe","Liechtenstein",2017-05-25,"Thursday","Ascension Day","National holiday",NA
"Europe","Liechtenstein",2017-06-04,"Sunday","Whit Sunday","Observance",NA
"Europe","Liechtenstein",2017-06-05,"Monday","Whit Monday","National holiday",NA
"Europe","Liechtenstein",2017-06-15,"Thursday","Corpus Christi","National holiday",NA
"Europe","Liechtenstein",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Liechtenstein",2017-08-15,"Tuesday","Liechtenstein National Day","National holiday",NA
"Europe","Liechtenstein",2017-09-08,"Friday","Nativity of Our Lady","National holiday",NA
"Europe","Liechtenstein",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Liechtenstein",2017-10-29,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Europe","Liechtenstein",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"Europe","Liechtenstein",2017-12-08,"Friday","Feast of the Immaculate Conception","National holiday",NA
"Europe","Liechtenstein",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Liechtenstein",2017-12-24,"Sunday","Christmas Eve","Bank holiday",NA
"Europe","Liechtenstein",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Liechtenstein",2017-12-26,"Tuesday","St Stephen's Day","National holiday",NA
"Europe","Liechtenstein",2017-12-31,"Sunday","New Year's Eve","Bank holiday",NA
"Europe","Lithuania",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Lithuania",2017-02-14,"Tuesday","Valentine's Day","Observance",NA
"Europe","Lithuania",2017-02-16,"Thursday","Independence Day/National Day","National holiday",NA
"Europe","Lithuania",2017-02-28,"Tuesday","Carnival","Observance",NA
"Europe","Lithuania",2017-03-11,"Saturday","Independence Restoration Day","National holiday",NA
"Europe","Lithuania",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Lithuania",2017-03-26,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Europe","Lithuania",2017-04-14,"Friday","Good Friday","Observance",NA
"Europe","Lithuania",2017-04-15,"Saturday","Holy Saturday","Observance",NA
"Europe","Lithuania",2017-04-16,"Sunday","Easter Sunday","National holiday",NA
"Europe","Lithuania",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Lithuania",2017-05-01,"Monday","Labour Day","National holiday",NA
"Europe","Lithuania",2017-05-07,"Sunday","Mothers' Day","Observance",NA
"Europe","Lithuania",2017-06-04,"Sunday","Fathers' Day","Observance",NA
"Europe","Lithuania",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Lithuania",2017-06-24,"Saturday","St John's Day/Day of Dew","National holiday",NA
"Europe","Lithuania",2017-07-06,"Thursday","King Mindaugas’ Coronation Day","National holiday",NA
"Europe","Lithuania",2017-08-15,"Tuesday","Feast of the Assumption of Mary","National holiday",NA
"Europe","Lithuania",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Lithuania",2017-10-29,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Europe","Lithuania",2017-10-31,"Tuesday","Halloween","Observance",NA
"Europe","Lithuania",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"Europe","Lithuania",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Lithuania",2017-12-24,"Sunday","Christmas Eve","National holiday",NA
"Europe","Lithuania",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Lithuania",2017-12-26,"Tuesday","Second Day of Christmas","National holiday",NA
"Europe","Lithuania",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Luxembourg",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Luxembourg",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Luxembourg",2017-04-14,"Friday","Good Friday","Bank holiday",NA
"Europe","Luxembourg",2017-04-16,"Sunday","Easter Day","Observance, Christian",NA
"Europe","Luxembourg",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Luxembourg",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"Europe","Luxembourg",2017-05-25,"Thursday","Ascension Day","National holiday",NA
"Europe","Luxembourg",2017-06-04,"Sunday","Whit Sunday","Observance, Christian",NA
"Europe","Luxembourg",2017-06-05,"Monday","Whit Monday","National holiday",NA
"Europe","Luxembourg",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Luxembourg",2017-06-23,"Friday","National Day","National holiday",NA
"Europe","Luxembourg",2017-08-15,"Tuesday","Assumption of Mary","National holiday",NA
"Europe","Luxembourg",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Luxembourg",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"Europe","Luxembourg",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Luxembourg",2017-12-24,"Sunday","Christmas Eve","Bank holiday",NA
"Europe","Luxembourg",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Luxembourg",2017-12-26,"Tuesday","St Stephen's Day","National holiday",NA
"Europe","Luxembourg",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Macedonia",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Macedonia",2017-01-06,"Friday","Christmas Eve (Orthodox)","Optional Holiday",NA
"Europe","Macedonia",2017-01-07,"Saturday","Orthodox Christmas Day","National holiday, Orthodox",NA
"Europe","Macedonia",2017-01-19,"Thursday","Epiphany (Orthodox)","Optional Holiday",NA
"Europe","Macedonia",2017-01-27,"Friday","St Sava's Day","Optional Holiday",NA
"Europe","Macedonia",2017-02-14,"Tuesday","Valentine's Day","Observance",NA
"Europe","Macedonia",2017-03-08,"Wednesday","Mothers' Day/International Women's Day","Observance",NA
"Europe","Macedonia",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Macedonia",2017-03-26,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Europe","Macedonia",2017-04-08,"Saturday","International Romani Day (for Romani community)","Optional Holiday",NA
"Europe","Macedonia",2017-04-14,"Friday","Good Friday (Orthodox)","Optional Holiday",NA
"Europe","Macedonia",2017-04-14,"Friday","Good Friday","Observance",NA
"Europe","Macedonia",2017-04-15,"Saturday","Easter Saturday (Orthodox)","Observance, Orthodox",NA
"Europe","Macedonia",2017-04-15,"Saturday","Easter Saturday","Observance",NA
"Europe","Macedonia",2017-04-16,"Sunday","Easter Sunday (Orthodox)","Observance, Orthodox",NA
"Europe","Macedonia",2017-04-16,"Sunday","Easter Sunday","Observance",NA
"Europe","Macedonia",2017-04-17,"Monday","Easter Monday (Orthodox)","National holiday, Orthodox",NA
"Europe","Macedonia",2017-04-17,"Monday","Easter Monday","Optional Holiday",NA
"Europe","Macedonia",2017-05-01,"Monday","Labour Day","National holiday",NA
"Europe","Macedonia",2017-05-23,"Tuesday","Vlach’s National Day (for Vlach community)","Optional Holiday",NA
"Europe","Macedonia",2017-05-24,"Wednesday","Saints Cyril and Methodius' Day","National holiday",NA
"Europe","Macedonia",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Macedonia",2017-06-26,"Monday","Eid al-Fitr","National holiday",NA
"Europe","Macedonia",2017-08-02,"Wednesday","Republic Day","National holiday",NA
"Europe","Macedonia",2017-08-28,"Monday","Feast of the Assumption of Mary (Orthodox)","Optional Holiday",NA
"Europe","Macedonia",2017-09-02,"Saturday","Eid-al-Adha (Feast of Sacrifice)","Optional Holiday",NA
"Europe","Macedonia",2017-09-08,"Friday","Independence Day","National holiday",NA
"Europe","Macedonia",2017-09-10,"Sunday","Fathers' Day","Observance",NA
"Europe","Macedonia",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Macedonia",2017-09-28,"Thursday","International Bosniaks' Day (for Bosniak community)","Optional Holiday",NA
"Europe","Macedonia",2017-09-30,"Saturday","First day of Yom Kippur (Jewish community)","Optional Holiday",NA
"Europe","Macedonia",2017-10-11,"Wednesday","Day of People’s Uprising","National holiday",NA
"Europe","Macedonia",2017-10-23,"Monday","Day of the Macedonian Revolutionary Struggle","National holiday",NA
"Europe","Macedonia",2017-10-29,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Europe","Macedonia",2017-10-31,"Tuesday","Halloween","Observance",NA
"Europe","Macedonia",2017-11-01,"Wednesday","All Saints' Day","Optional Holiday",NA
"Europe","Macedonia",2017-11-22,"Wednesday","Albanian Alphabet Day (Albanian community)","Optional Holiday",NA
"Europe","Macedonia",2017-12-08,"Friday","Saint Kliment Ohridski's Day","National holiday",NA
"Europe","Macedonia",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Macedonia",2017-12-21,"Thursday","Turkish Language Day (Turkish community)","Optional Holiday",NA
"Europe","Macedonia",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","Macedonia",2017-12-25,"Monday","Christmas Day","Optional Holiday",NA
"Europe","Macedonia",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Malta",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Malta",2017-02-10,"Friday","Feast of Saint Paul's Shipwreck","National holiday",NA
"Europe","Malta",2017-03-19,"Sunday","Feast of Saint Joseph","National holiday",NA
"Europe","Malta",2017-03-31,"Friday","Freedom Day","National holiday",NA
"Europe","Malta",2017-04-14,"Friday","Good Friday","National holiday",NA
"Europe","Malta",2017-04-16,"Sunday","Easter Sunday","Observance",NA
"Europe","Malta",2017-04-17,"Monday","Easter Monday (bank holiday)","Bank holiday",NA
"Europe","Malta",2017-05-01,"Monday","Labour Day/May Day","National holiday",NA
"Europe","Malta",2017-06-07,"Wednesday","Sette Giugno","National holiday",NA
"Europe","Malta",2017-06-29,"Thursday","Feast of Saints Peter and Paul","National holiday",NA
"Europe","Malta",2017-08-15,"Tuesday","The Feast of Mary's Assumption","National holiday",NA
"Europe","Malta",2017-09-08,"Friday","The Feast of Our Lady of Victories","National holiday",NA
"Europe","Malta",2017-09-21,"Thursday","Independence Day","National holiday",NA
"Europe","Malta",2017-12-08,"Friday","Feast of the Immaculate Conception","National holiday",NA
"Europe","Malta",2017-12-13,"Wednesday","Republic Day","National holiday",NA
"Europe","Malta",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","Malta",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Malta",2017-12-26,"Tuesday","Boxing Day (bank holiday)","Bank holiday",NA
"Europe","Malta",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Moldova",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Moldova",2017-01-02,"Monday","New Year's Day (day 2)","National holiday",NA
"Europe","Moldova",2017-01-07,"Saturday","Orthodox Christmas Day","National holiday, Orthodox",NA
"Europe","Moldova",2017-01-08,"Sunday","Orthodox Christmas Day holiday","National holiday, Orthodox",NA
"Europe","Moldova",2017-02-14,"Tuesday","Valentine's Day","Observance",NA
"Europe","Moldova",2017-03-01,"Wednesday","Martisor (first day of spring)","Observance",NA
"Europe","Moldova",2017-03-08,"Wednesday","International Women's Day","National holiday",NA
"Europe","Moldova",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Moldova",2017-03-26,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Europe","Moldova",2017-04-14,"Friday","Orthodox Good Friday","Observance, Orthodox",NA
"Europe","Moldova",2017-04-15,"Saturday","Orthodox Holy Saturday","Observance, Orthodox",NA
"Europe","Moldova",2017-04-16,"Sunday","Orthodox Easter Sunday","National holiday, Orthodox",NA
"Europe","Moldova",2017-04-17,"Monday","Orthodox Easter Monday","National holiday, Orthodox",NA
"Europe","Moldova",2017-04-24,"Monday","Memorial Day/Parents' Day","National holiday",NA
"Europe","Moldova",2017-04-27,"Thursday","State Flag Day","Observance",NA
"Europe","Moldova",2017-05-01,"Monday","International Day of Solidarity of Workers","National holiday",NA
"Europe","Moldova",2017-05-08,"Monday","Victory Day (Bridge Holiday)","National holiday",NA
"Europe","Moldova",2017-05-09,"Tuesday","Victory Day","National holiday",NA
"Europe","Moldova",2017-05-13,"Saturday","Special Working Day","Observance",NA
"Europe","Moldova",2017-05-15,"Monday","Europe Day","Observance",NA
"Europe","Moldova",2017-05-15,"Monday","Family Day","Observance",NA
"Europe","Moldova",2017-05-28,"Sunday","Dniester Day","Observance",NA
"Europe","Moldova",2017-06-01,"Thursday","International Children's Day","Observance",NA
"Europe","Moldova",2017-06-02,"Friday","Chrildren's Day Extra Holiday","National holiday",NA
"Europe","Moldova",2017-06-05,"Monday","World Environment Day","Observance",NA
"Europe","Moldova",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Moldova",2017-06-23,"Friday","Statehood Day","Observance",NA
"Europe","Moldova",2017-07-29,"Saturday","Constitution Day","Observance",NA
"Europe","Moldova",2017-08-27,"Sunday","Independence Day","National holiday",NA
"Europe","Moldova",2017-08-28,"Monday","Independence Day Holiday","National holiday",NA
"Europe","Moldova",2017-08-31,"Thursday","Language Day","National holiday",NA
"Europe","Moldova",2017-09-01,"Friday","Language Day Extra Holiday","National holiday",NA
"Europe","Moldova",2017-09-09,"Saturday","Special Working Day","Observance",NA
"Europe","Moldova",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Moldova",2017-10-01,"Sunday","Wine Day (Day 2)","Observance",NA
"Europe","Moldova",2017-10-07,"Saturday","Wine Day (Day 1)","Observance",NA
"Europe","Moldova",2017-10-29,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Europe","Moldova",2017-10-31,"Tuesday","Halloween","Observance",NA
"Europe","Moldova",2017-12-10,"Sunday","International Human Rights Day","Observance",NA
"Europe","Moldova",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Moldova",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","Moldova",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Moldova",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Monaco",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Monaco",2017-01-02,"Monday","New Year's Day observed","National holiday",NA
"Europe","Monaco",2017-01-27,"Friday","Saint Dévote's Day","National holiday",NA
"Europe","Monaco",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Monaco",2017-03-26,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Europe","Monaco",2017-04-14,"Friday","Good Friday","Observance",NA
"Europe","Monaco",2017-04-15,"Saturday","Holy Saturday","Observance",NA
"Europe","Monaco",2017-04-16,"Sunday","Easter Sunday","Observance",NA
"Europe","Monaco",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Monaco",2017-05-01,"Monday","Labour Day/May Day","National holiday",NA
"Europe","Monaco",2017-05-25,"Thursday","Ascension Day","National holiday",NA
"Europe","Monaco",2017-06-04,"Sunday","Whit Sunday","Observance",NA
"Europe","Monaco",2017-06-05,"Monday","Whit Monday","National holiday",NA
"Europe","Monaco",2017-06-15,"Thursday","Corpus Christi","National holiday",NA
"Europe","Monaco",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Monaco",2017-08-15,"Tuesday","Assumption of Mary","National holiday",NA
"Europe","Monaco",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Monaco",2017-10-29,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Europe","Monaco",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"Europe","Monaco",2017-11-19,"Sunday","National Day","National holiday",NA
"Europe","Monaco",2017-11-20,"Monday","National Day observed","National holiday",NA
"Europe","Monaco",2017-12-08,"Friday","Feast of the Immaculate Conception","National holiday",NA
"Europe","Monaco",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Monaco",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","Monaco",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Monaco",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Montenegro",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Montenegro",2017-01-02,"Monday","New Year's Day (day 2)","National holiday",NA
"Europe","Montenegro",2017-01-06,"Friday","Christmas Eve (Orthodox)","National holiday, Orthodox",NA
"Europe","Montenegro",2017-01-07,"Saturday","Christmas Day (Orthodox)","National holiday, Orthodox",NA
"Europe","Montenegro",2017-01-08,"Sunday","Christmas Day, day 2 (Orthodox)","National holiday, Orthodox",NA
"Europe","Montenegro",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Montenegro",2017-04-14,"Friday","Good Friday (Orthodox)","National holiday, Orthodox",NA
"Europe","Montenegro",2017-04-16,"Sunday","Easter Sunday (Orthodox)","Observance, Orthodox",NA
"Europe","Montenegro",2017-04-17,"Monday","Easter Monday (Orthodox)","National holiday, Orthodox",NA
"Europe","Montenegro",2017-05-01,"Monday","Labour Day/May Day","National holiday",NA
"Europe","Montenegro",2017-05-02,"Tuesday","Labour Day/May Day (day 2)","National holiday",NA
"Europe","Montenegro",2017-05-21,"Sunday","Independence Day","National holiday",NA
"Europe","Montenegro",2017-05-22,"Monday","Independence Day (day 2)","National holiday",NA
"Europe","Montenegro",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Montenegro",2017-07-13,"Thursday","Statehood Day","National holiday",NA
"Europe","Montenegro",2017-07-14,"Friday","Statehood Day (day 2)","National holiday",NA
"Europe","Montenegro",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Montenegro",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Montenegro",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Netherlands",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Netherlands",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Netherlands",2017-04-14,"Friday","Good Friday","Observance",NA
"Europe","Netherlands",2017-04-16,"Sunday","Easter Day","National holiday",NA
"Europe","Netherlands",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Netherlands",2017-04-27,"Thursday","King's Birthday","National holiday",NA
"Europe","Netherlands",2017-05-04,"Thursday","Remembrance Day","Observance",NA
"Europe","Netherlands",2017-05-05,"Friday","Liberation Day","Observance",NA
"Europe","Netherlands",2017-05-25,"Thursday","Ascension Day","National holiday",NA
"Europe","Netherlands",2017-06-04,"Sunday","Whit Sunday","National holiday",NA
"Europe","Netherlands",2017-06-05,"Monday","Whit Monday","National holiday",NA
"Europe","Netherlands",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Netherlands",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Netherlands",2017-12-05,"Tuesday","St Nicholas' Eve/Sinterklaas","Observance",NA
"Europe","Netherlands",2017-12-06,"Wednesday","St Nicholas' Day","Observance",NA
"Europe","Netherlands",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Netherlands",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","Netherlands",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Netherlands",2017-12-26,"Tuesday","Second Day of Christmas","National holiday",NA
"Europe","Netherlands",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Norway",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Norway",2017-01-21,"Saturday","Princess Ingrid Alexandra's day","Flag day",NA
"Europe","Norway",2017-02-06,"Monday","The Saami people's day","Flag day",NA
"Europe","Norway",2017-02-12,"Sunday","Mother's Day","Observance",NA
"Europe","Norway",2017-02-14,"Tuesday","Valentine's Day","Observance",NA
"Europe","Norway",2017-02-21,"Tuesday","King Harald V's day","Flag day",NA
"Europe","Norway",2017-02-26,"Sunday","Carnival","Observance",NA
"Europe","Norway",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Norway",2017-03-26,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Europe","Norway",2017-04-09,"Sunday","Palm Sunday","Observance",NA
"Europe","Norway",2017-04-13,"Thursday","Maundy Thursday","National holiday",NA
"Europe","Norway",2017-04-14,"Friday","Good Friday","National holiday",NA
"Europe","Norway",2017-04-15,"Saturday","Holy Saturday","Observance",NA
"Europe","Norway",2017-04-16,"Sunday","Easter Day","National holiday, Flag day",NA
"Europe","Norway",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Norway",2017-05-01,"Monday","Labor day","National holiday, Flag day",NA
"Europe","Norway",2017-05-08,"Monday","Day of liberation","Observance, Flag day",NA
"Europe","Norway",2017-05-17,"Wednesday","17 May Constitution Day (1814)","National holiday, Flag day",NA
"Europe","Norway",2017-05-25,"Thursday","Ascension Day","National holiday",NA
"Europe","Norway",2017-06-03,"Saturday","Pentecost Eve","Observance",NA
"Europe","Norway",2017-06-04,"Sunday","Whit Sunday","National holiday, Flag day",NA
"Europe","Norway",2017-06-05,"Monday","Whit Monday","National holiday",NA
"Europe","Norway",2017-06-07,"Wednesday","Dissolution of union with Sweden (1905)","Flag day",NA
"Europe","Norway",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Norway",2017-06-23,"Friday","Midsummer Eve","Observance",NA
"Europe","Norway",2017-06-24,"Saturday","St. John's day","Observance",NA
"Europe","Norway",2017-07-04,"Tuesday","Queen Sonja's day","Flag day",NA
"Europe","Norway",2017-07-20,"Thursday","Crown Prince Haakon's day","Flag day",NA
"Europe","Norway",2017-07-29,"Saturday","St. Olaf's day","Flag day",NA
"Europe","Norway",2017-08-19,"Saturday","Crown Princess Mette Marit's day","Flag day",NA
"Europe","Norway",2017-09-11,"Monday","Election day","Flag day",NA
"Europe","Norway",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Norway",2017-10-24,"Tuesday","United Nations Day","Observance",NA
"Europe","Norway",2017-10-29,"Sunday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Europe","Norway",2017-10-31,"Tuesday","Halloween","Observance",NA
"Europe","Norway",2017-11-12,"Sunday","Father's Day","Observance",NA
"Europe","Norway",2017-12-03,"Sunday","First Sunday Advent","Observance",NA
"Europe","Norway",2017-12-10,"Sunday","Second Sunday Advent","Observance",NA
"Europe","Norway",2017-12-17,"Sunday","Third Sunday Advent","Observance",NA
"Europe","Norway",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Norway",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","Norway",2017-12-24,"Sunday","Fourth Sunday Advent","Observance",NA
"Europe","Norway",2017-12-25,"Monday","Christmas Day","National holiday, Flag day",NA
"Europe","Norway",2017-12-26,"Tuesday","Boxing Day","National holiday",NA
"Europe","Norway",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Poland",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Poland",2017-01-06,"Friday","Epiphany","National holiday",NA
"Europe","Poland",2017-02-14,"Tuesday","Valentine's Day","Observance",NA
"Europe","Poland",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Poland",2017-04-14,"Friday","Good Friday","Observance",NA
"Europe","Poland",2017-04-15,"Saturday","Holy Saturday","Observance",NA
"Europe","Poland",2017-04-16,"Sunday","Easter Day","National holiday",NA
"Europe","Poland",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Europe","Poland",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"Europe","Poland",2017-05-03,"Wednesday","Constitution Day","National holiday",NA
"Europe","Poland",2017-05-26,"Friday","Mother's Day","Observance",NA
"Europe","Poland",2017-06-04,"Sunday","Whit Sunday","National holiday",NA
"Europe","Poland",2017-06-15,"Thursday","Corpus Christi","National holiday",NA
"Europe","Poland",2017-06-21,"Wednesday","June Solstice","Season",NA
"Europe","Poland",2017-06-23,"Friday","Father's Day","Observance",NA
"Europe","Poland",2017-08-15,"Tuesday","Assumption of Mary","National holiday",NA
"Europe","Poland",2017-09-22,"Friday","September equinox","Season",NA
"Europe","Poland",2017-11-01,"Wednesday","All Saints' Day","National holiday",NA
"Europe","Poland",2017-11-11,"Saturday","Independence Day","National holiday",NA
"Europe","Poland",2017-12-21,"Thursday","December Solstice","Season",NA
"Europe","Poland",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Europe","Poland",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Europe","Poland",2017-12-26,"Tuesday","Second Day of Christmas","National holiday",NA
"Europe","Poland",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Europe","Portugal",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Europe","Portugal",2017-02-28,"Tuesday","Carnival/Shrove Tuesday","Optional Holiday",NA
"Europe","Portugal",2017-03-20,"Monday","March equinox","Season",NA
"Europe","Portugal",2017-03-26,"Sunday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Europe","Portugal",2017-04-14,"Friday","Good Friday","National holiday",NA
"Europe","Portugal",2017-04-16,"Sunday","Easter Day","National holiday",NA
"Europe","Portugal",2017-04-25,"Tuesday","Liberty Day","National holiday",NA
"Europe","Portugal",2017-05-01,"Monday","Labor Day / May Day","National holiday",NA
"Europe","Portugal",2017-05-12,"Friday","Papal Visit","Observance",NA
"Europe","Portugal",2017-06-10,"Saturday","Portugal Day","National holiday",NA
