Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
2/7/22,20,-2,0,0,6
2/8/22,43,12,0,0,6
2/9/22,36,20,T,T,5
2/10/22,40,13,0.08,0.6,4
2/11/22,38,3,0.02,0.1,4
2/12/22,4,-7,0.02,0.4,4
2/13/22,8,-5,0.03,1.1,4
2/14/22,19,4,0.02,0.7,6
2/15/22,32,10,0,0,6
2/16/22,28,15,0,0,5
2/17/22,14,-2,0,0,4
2/18/22,36,2,0.02,0.1,4
2/19/22,27,-1,0,0,4
2/20/22,44,25,0,0,4
2/21/22,25,15,T,T,2
2/22/22,15,2,0.39,5.1,2
2/23/22,11,-5,0,0,7
2/24/22,11,-3,0.14,1.5,6
2/25/22,18,2,T,T,8
2/26/22,36,5,0,0,8
2/27/22,35,13,0,0,7
2/28/22,44,21,0,0,7
3/1/22,42,30,0,0,4
3/2/22,34,23,0.01,T,4
3/3/22,26,16,0,0,3
3/4/22,37,22,T,0,3
3/5/22,35,31,0.8,0,2
3/6/22,31,21,0.34,3.3,6
3/7/22,29,16,0,0,6
3/8/22,38,23,T,T,5
3/9/22,25,11,T,T,3
3/10/22,26,8,0,0,3
3/11/22,23,2,0,0,3
3/12/22,30,-1,0,0,3
3/13/22,43,24,0,0,3
3/14/22,39,27,0.06,0.8,1
3/15/22,51,24,0,0,1
3/16/22,55,37,0,0,1
3/17/22,48,35,0,0,T
3/18/22,46,31,0,0,T
3/19/22,54,26,0,0,0
3/20/22,60,30,0,0,0
3/21/22,65,46,T,0,0
3/22/22,47,35,0.88,0,0
3/23/22,37,32,0.09,0.5,T
3/24/22,45,33,0,0,0
3/25/22,41,24,0.01,T,0
3/26/22,33,19,0,0,0
3/27/22,32,13,0,0,0
3/28/22,38,19,0,0,0
3/29/22,44,33,0.19,T,0
3/30/22,34,32,0.57,0.5,T
3/31/22,35,26,T,T,T
4/1/22,45,24,0,0,T
4/2/22,53,36,T,0,0
4/3/22,42,29,0.34,1,0
4/4/22,45,33,0.01,T,1
4/5/22,45,34,0.34,T,0
4/6/22,40,33,0.22,T,T
4/7/22,38,30,0.15,0.4,T
4/8/22,48,31,T,T,T
4/9/22,55,28,0,0,0
4/10/22,61,36,0,0,0
4/11/22,60,38,0,0,0
4/12/22,57,40,0.55,0,0
4/13/22,47,32,0.15,0,0
4/14/22,36,27,0.01,0.2,0
4/15/22,35,22,T,T,T
4/16/22,43,25,0,0,0
4/17/22,45,26,0.08,T,0
4/18/22,37,29,0.01,T,T
4/19/22,47,25,0,0,0
4/20/22,46,40,0.62,0,0
4/21/22,56,37,0,0,0
4/22/22,54,42,0.2,0,0
4/23/22,74,52,0.28,0,0
4/24/22,52,36,T,0,0
4/25/22,39,30,T,T,0
4/26/22,43,28,0,0,0
4/27/22,51,31,0,0,0
4/28/22,51,36,T,0,0
4/29/22,60,45,0.12,0,0
4/30/22,54,47,0.91,0,0
5/1/22,48,41,0.1,0,0
5/2/22,50,39,0,0,0
5/3/22,58,43,0,0,0
5/4/22,64,40,0,0,0
5/5/22,65,47,0,0,0
5/6/22,72,45,0,0,0
5/7/22,74,50,0,0,0
5/8/22,65,52,0.03,0,0
5/9/22,87,58,0.01,0,0
5/10/22,80,57,0,0,0
5/11/22,79,63,1.94,T,0
5/12/22,92,59,0.04,0,0
5/13/22,75,61,0.01,0,0
5/14/22,75,58,0,0,0
5/15/22,75,54,T,0,0
5/16/22,71,54,0,0,0
5/17/22,72,51,0.08,0,0
5/18/22,74,56,0.01,0,0
5/19/22,72,53,T,0,0
5/20/22,67,47,0.05,0,0
5/21/22,56,44,0,0,0
5/22/22,59,40,0,0,0
5/23/22,66,40,0,0,0
5/24/22,69,52,T,0,0
5/25/22,55,47,0.57,0,0
5/26/22,63,47,0,0,0
5/27/22,76,45,0,0,0
5/28/22,90,60,0.06,0,0
5/29/22,82,66,0.01,0,0
5/30/22,89,65,0.42,0,0
5/31/22,73,57,0,0,0
6/1/22,70,51,0,0,0
6/2/22,79,53,0,0,0
6/3/22,71,52,0,0,0
6/4/22,71,57,0,0,0
6/5/22,71,58,0.11,0,0
6/6/22,78,58,0.14,0,0
6/7/22,70,59,T,0,0
6/8/22,80,56,0,0,0
6/9/22,81,55,0,0,0
6/10/22,81,62,0,0,0
6/11/22,81,65,0.03,0,0
6/12/22,79,63,0,0,0
6/13/22,80,68,0.12,0,0
6/14/22,96,72,0,0,0
6/15/22,78,65,0.36,0,0
6/16/22,81,66,0,0,0
6/17/22,84,62,0,0,0
6/18/22,84,64,0,0,0
6/19/22,97,71,0,0,0
6/20/22,101,79,0,0,0
6/21/22,90,73,0.04,0,0
6/22/22,86,67,0,0,0
6/23/22,96,67,0,0,0
6/24/22,91,68,0.01,0,0
6/25/22,83,65,0.2,0,0
6/26/22,76,60,0,0,0
6/27/22,85,58,0,0,0
6/28/22,87,65,0.02,0,0
6/29/22,92,61,0,0,0
6/30/22,93,70,0.1,0,0
7/1/22,86,65,0,0,0
7/2/22,77,67,0.03,0,0
7/3/22,85,65,0,0,0
7/4/22,88,70,0.29,0,0
7/5/22,90,71,T,0,0
7/6/22,82,67,0,0,0
7/7/22,87,71,0.01,0,0
7/8/22,84,71,0.06,0,0
7/9/22,85,67,0,0,0
7/10/22,84,70,0.04,0,0
7/11/22,88,67,T,0,0
7/12/22,88,63,0.38,0,0
7/13/22,80,62,0,0,0
7/14/22,87,62,0,0,0
7/15/22,88,69,0.07,0,0
7/16/22,86,71,0,0,0
7/17/22,87,73,T,0,0
7/18/22,95,74,0,0,0
7/19/22,91,75,0,0,0
7/20/22,89,72,0,0,0
7/21/22,87,73,0,0,0
7/22/22,93,73,T,0,0
7/23/22,80,70,0.19,0,0
7/24/22,82,64,0,0,0
7/25/22,79,59,0,0,0
7/26/22,79,65,0.1,0,0
7/27/22,84,62,0,0,0
7/28/22,79,59,0,0,0
7/29/22,81,60,0,0,0
7/30/22,88,62,0,0,0
7/31/22,86,67,0.01,0,0
8/1/22,85,65,0,0,0
8/2/22,95,65,0.16,0,0
8/3/22,90,68,T,0,0
8/4/22,84,61,0,0,0
8/5/22,91,68,0,0,0
8/6/22,81,70,0.57,0,0
8/7/22,77,60,0.77,0,0
8/8/22,78,56,0,0,0
8/9/22,83,61,0,0,0
8/10/22,87,67,0,0,0
8/11/22,82,66,0,0,0
8/12/22,74,61,0.95,0,0
8/13/22,74,63,0,0,0
8/14/22,72,58,0,0,0
8/15/22,76,60,0,0,0
8/16/22,81,66,0,0,0
8/17/22,83,64,0.18,0,0
8/18/22,82,63,0.23,0,0
8/19/22,77,62,0.26,0,0
8/20/22,76,64,0,0,0
8/21/22,83,61,0,0,0
8/22/22,82,62,0,0,0
8/23/22,83,61,0,0,0
8/24/22,82,69,0,0,0
8/25/22,79,65,0,0,0
8/26/22,80,61,0,0,0
8/27/22,80,66,0.88,0,0
8/28/22,80,68,0.27,0,0
8/29/22,80,66,0,0,0
8/30/22,79,60,0,0,0
8/31/22,89,63,0,0,0
9/1/22,88,68,0,0,0
9/2/22,88,68,0,0,0
9/3/22,76,59,0,0,0
9/4/22,75,52,0,0,0
9/5/22,77,58,0,0,0
9/6/22,83,61,0,0,0
9/7/22,87,68,0,0,0
9/8/22,86,70,0,0,0
9/9/22,76,60,0.11,0,0
9/10/22,73,56,0,0,0
9/11/22,75,50,0,0,0
9/12/22,78,51,0,0,0
9/13/22,81,54,0,0,0
9/14/22,78,57,0,0,0
9/15/22,87,65,0,0,0
9/16/22,77,65,0.04,0,0
9/17/22,83,66,0,0,0
9/18/22,73,60,0,0,0
9/19/22,82,54,0,0,0
9/20/22,92,65,0,0,0
9/21/22,70,51,T,0,0
9/22/22,65,47,0,0,0
9/23/22,57,51,0.08,0,0
9/24/22,68,54,T,0,0
9/25/22,72,53,T,0,0
9/26/22,64,46,0,0,0
9/27/22,60,42,T,0,0
9/28/22,62,37,0,0,0
9/29/22,70,45,0,0,0
9/30/22,71,51,0.01,0,0
10/1/22,72,56,T,0,0
10/2/22,75,55,0,0,0
10/3/22,76,57,0,0,0
10/4/22,78,57,T,0,0
10/5/22,73,58,T,0,0
10/6/22,61,44,T,0,0
10/7/22,49,38,0.03,0,0
10/8/22,64,34,0,0,0
10/9/22,69,43,0,0,0
10/10/22,71,44,0,0,0
10/11/22,80,54,0,0,0
10/12/22,63,44,0.07,0,0
10/13/22,45,35,T,T,0
10/14/22,42,32,0.06,0.4,T
10/15/22,55,31,0,0,0
10/16/22,47,34,T,T,0
10/17/22,40,28,0,0,0
10/18/22,43,23,0,0,0
10/19/22,49,24,0,0,0
10/20/22,61,34,0,0,0
10/21/22,68,45,0,0,0
10/22/22,77,40,0,0,0
10/23/22,78,59,0,0,0
10/24/22,70,44,0.08,0,0
10/25/22,50,35,0,0,0
10/26/22,52,34,0,0,0
10/27/22,56,40,0,0,0
10/28/22,62,43,0,0,0
10/29/22,67,42,0,0,0
10/30/22,66,42,0,0,0
10/31/22,65,38,0,0,0
11/1/22,71,41,0,0,0
11/2/22,76,53,0,0,0
11/3/22,65,47,0.17,0,0
11/4/22,46,35,0.08,0,0
11/5/22,42,32,0.01,0,0
11/6/22,52,35,0.07,0,0
11/7/22,37,27,0,0,0
11/8/22,50,35,0.31,0,0
11/9/22,67,47,0.56,0,0
11/10/22,68,26,0.03,0,0
11/11/22,31,25,T,T,0
11/12/22,29,27,T,T,T
11/13/22,29,23,T,T,T
11/14/22,31,24,0.11,2.5,T
11/15/22,33,30,0.16,0.9,2
11/16/22,33,21,0.07,0.7,3
11/17/22,28,21,0.02,0.4,3
11/18/22,22,18,T,T,3
11/19/22,23,11,T,0.1,2
11/20/22,30,10,T,T,2
11/21/22,33,20,0,0,2
11/22/22,40,20,0,0,2
11/23/22,47,24,0,0,1
11/24/22,43,31,0,0,T
11/25/22,50,28,0,0,0
11/26/22,53,39,0,0,0
11/27/22,42,27,0,0,0
11/28/22,43,25,0,0,0
11/29/22,34,20,0.81,8.4,0
11/30/22,22,11,T,T,7
12/1/22,32,7,0,0,6
12/2/22,39,14,0.06,1,5
12/3/22,14,4,T,T,5
12/4/22,34,8,0,0,5
12/5/22,30,16,T,0.1,4
12/6/22,30,11,0,0,4
12/7/22,23,10,0.04,0.5,4
12/8/22,29,7,0,0,4
12/9/22,33,26,T,T,4
12/10/22,35,30,0.01,0.1,3
12/11/22,35,30,0,0,3
12/12/22,36,29,0,0,3
12/13/22,36,34,0.26,T,3
12/14/22,37,33,0.24,0.4,2
12/15/22,34,30,0.52,4.9,1
12/16/22,31,24,0.13,1.8,5
12/17/22,24,10,0.03,1.1,5
12/18/22,10,0,0,0,5
12/19/22,14,0,0.05,1.4,5
12/20/22,11,-8,T,T,6
12/21/22,1,-8,0.42,7.4,6
12/22/22,-4,-11,0.04,0.7,12
12/23/22,-2,-12,0,0,11
12/24/22,7,-5,0,0,10
12/25/22,8,-4,T,T,10
12/26/22,14,2,0,0,10
12/27/22,26,2,0,0,9
12/28/22,38,26,0,0,9
12/29/22,37,19,0.02,0.4,8
12/30/22,25,16,0,0,7
12/31/22,36,20,0,0,6
1/1/23,35,22,0,0,6
1/2/23,27,22,0.02,0.1,6
1/3/23,31,24,0.65,6,6
1/4/23,33,30,0.61,8.8,14
1/5/23,30,18,0.01,0.2,16
1/6/23,19,5,T,T,16
1/7/23,21,0,0,0,15
1/8/23,25,0,0,0,15
1/9/23,32,8,0,0,15
1/10/23,28,19,T,T,14
1/11/23,34,26,0.07,T,13
1/12/23,32,19,T,T,13
1/13/23,20,13,T,T,12
1/14/23,31,13,0,0,12
1/15/23,37,29,0,0,12
1/16/23,37,32,0.53,0.7,11
1/17/23,35,31,0.02,T,11
1/18/23,33,28,0,0,9
1/19/23,32,27,0.16,3.5,10
1/20/23,27,18,0,0,11
1/21/23,24,17,T,T,11
1/22/23,21,15,0.01,0.1,10
1/23/23,31,11,T,T,10
1/24/23,29,14,T,T,10
1/25/23,28,16,0.03,0.7,9
1/26/23,16,2,T,T,10
1/27/23,33,6,0.14,2.2,12
1/28/23,7,2,0,0,11
1/29/23,6,-5,0,0,11
1/30/23,2,-8,0,0,11
1/31/23,10,-8,0,0,10
2/1/23,21,1,0,0,10
2/2/23,15,-9,0,0,10
2/3/23,4,-13,0,0,10
2/4/23,28,2,0,0,10
2/5/23,31,14,0,0,10
2/6/23,36,14,0.09,0.1,9
2/7/23,35,27,0,0,9
2/8/23,45,21,0,0,9
2/9/23,38,19,0,0,8
2/10/23,29,8,0,0,8
2/11/23,39,28,0,0,8
2/12/23,43,20,0,0,7
2/13/23,43,24,0,0,7
2/14/23,43,35,0.68,0,6
2/15/23,38,16,0.16,T,5
2/16/23,20,12,0,0,4
2/17/23,29,6,0,0,4
2/18/23,36,22,0,0,4
2/19/23,35,18,0,0,4
2/20/23,35,10,0.12,1.7,4
2/21/23,15,3,0.25,3.1,5
2/22/23,21,14,0.25,3.8,8
2/23/23,18,0,0.35,6.5,11
2/24/23,11,-8,T,0.3,13
2/25/23,26,3,T,T,12
2/26/23,33,5,0,0,12
2/27/23,34,28,0.48,0,11
2/28/23,40,20,T,T,10
3/1/23,38,24,0.05,0.4,7
3/2/23,28,17,0,0,7
3/3/23,42,22,0,0,7
3/4/23,38,23,0,0,7
3/5/23,38,19,0.29,2.8,7
3/6/23,36,29,0.05,0.5,9
3/7/23,39,27,0,0,8
3/8/23,35,32,0.05,0.6,7
3/9/23,34,29,0.15,2.1,8
3/10/23,33,26,0.03,0.6,10
3/11/23,31,28,0.18,2,9
3/12/23,32,23,0.05,0.3,11
3/13/23,31,17,T,T,11
3/14/23,31,11,0,0,11
3/15/23,45,27,0,0,10
3/16/23,45,18,0.21,0.3,7
3/17/23,18,7,T,0.2,5
3/18/23,27,8,T,0.4,5
3/19/23,40,7,0,0,5
3/20/23,39,25,0,0,5
3/21/23,41,25,0.16,0,4
3/22/23,40,27,0.05,T,2
3/23/23,38,23,0,0,2
3/24/23,44,21,0,0,2
3/25/23,45,31,0,0,1
3/26/23,44,24,0,0,T
3/27/23,41,24,0,0,T
3/28/23,36,15,T,T,T
3/29/23,29,11,0,0,T
3/30/23,37,17,0.04,T,T
3/31/23,38,31,1.41,5.3,T
4/1/23,41,25,0.13,3.2,8
4/2/23,51,25,0,0,6
4/3/23,44,35,0,0,2
4/4/23,38,34,0.06,T,T
4/5/23,37,25,0.01,T,T
4/6/23,38,22,0,0,T
4/7/23,51,26,0,0,T
4/8/23,67,37,0,0,T
4/9/23,66,47,T,0,T
4/10/23,72,46,0,0,0
4/11/23,81,50,0,0,0
4/12/23,88,63,0,0,0
4/13/23,87,64,0,0,0
4/14/23,83,56,T,0,0
4/15/23,55,37,0.39,0,0
4/16/23,37,32,0.36,0.6,T
4/17/23,50,31,0,0,T
4/18/23,56,31,0,0,0
4/19/23,46,37,0.66,0,0
4/20/23,43,37,0.51,0,0
4/21/23,42,33,0.01,T,0
4/22/23,37,31,T,T,T
4/23/23,45,29,0,T,0
4/24/23,49,32,0,0,0
4/25/23,52,32,0,0,0
4/26/23,57,33,T,0,0
4/27/23,62,51,0.02,0,0
4/28/23,52,40,0.24,0,0
4/29/23,55,38,T,0,0
4/30/23,50,37,T,0,0
5/1/23,58,42,0,0,0
5/2/23,62,41,0,0,0
5/3/23,70,38,0,0,0
5/4/23,77,53,0,0,0
5/5/23,64,51,0.16,0,0
5/6/23,62,56,0.5,0,0
5/7/23,76,55,0,0,0
5/8/23,77,52,0,0,0
5/9/23,68,55,T,0,0
5/10/23,79,58,T,0,0
5/11/23,76,60,0.03,0,0
5/12/23,74,64,T,0,0
5/13/23,68,54,0.28,0,0
5/14/23,66,50,0.48,0,0
5/15/23,75,46,0,0,0
5/16/23,81,54,0,0,0
5/17/23,67,51,0,0,0
5/18/23,66,53,0.14,0,0
5/19/23,61,44,0,0,0
5/20/23,73,44,0,0,0
5/21/23,79,52,0,0,0
5/22/23,82,58,0,0,0
5/23/23,84,60,0,0,0
5/24/23,76,56,0,0,0
5/25/23,77,57,0,0,0
5/26/23,81,54,0,0,0
5/27/23,84,54,0,0,0
5/28/23,84,58,0,0,0
5/29/23,88,65,0,0,0
5/30/23,90,63,0.03,0,0
5/31/23,90,66,0,0,0
6/1/23,91,72,T,0,0
6/2/23,87,70,0.03,0,0
6/3/23,90,68,0,0,0
6/4/23,92,71,0,0,0
6/5/23,87,69,0,0,0
6/6/23,86,69,0,0,0
6/7/23,81,67,0,0,0
6/8/23,83,62,0,0,0
6/9/23,86,61,0,0,0
6/10/23,85,57,0.06,0,0
6/11/23,71,50,0,0,0
6/12/23,82,55,0,0,0
6/13/23,88,59,0,0,0
6/14/23,85,62,0,0,0
6/15/23,74,56,0,0,0
6/16/23,78,51,0,0,0
6/17/23,85,62,0,0,0
6/18/23,80,66,0.01,0,0
6/19/23,91,65,0,0,0
6/20/23,91,71,0,0,0
6/21/23,92,69,0,0,0
6/22/23,92,71,0,0,0
6/23/23,92,72,0.02,0,0
6/24/23,84,63,0.05,0,0
6/25/23,76,64,0.69,0,0
6/26/23,84,64,0.06,0,0
6/27/23,86,64,0,0,0
6/28/23,86,70,0.01,0,0
6/29/23,91,65,0,0,0
6/30/23,88,68,0,0,0
7/1/23,89,67,0,0,0
7/2/23,90,70,0,0,0
7/3/23,95,71,T,0,0
7/4/23,82,67,0.57,0,0
7/5/23,77,62,0,0,0
7/6/23,76,56,0,0,0
7/7/23,74,59,0,0,0
7/8/23,81,58,0,0,0
7/9/23,86,59,0,0,0
7/10/23,93,68,0,0,0
7/11/23,77,58,T,0,0
7/12/23,81,63,0,0,0
7/13/23,87,63,0.16,0,0
7/14/23,89,67,0.03,0,0
7/15/23,82,63,0,0,0
7/16/23,80,61,0,0,0
7/17/23,74,57,0,0,0
7/18/23,84,60,0,0,0
7/19/23,90,65,0.11,0,0
7/20/23,80,64,0,0,0
7/21/23,85,62,0.02,0,0
7/22/23,88,64,0,0,0
7/23/23,88,63,0,0,0
7/24/23,90,66,0.01,0,0
7/25/23,94,70,T,0,0
7/26/23,93,67,1.06,0,0
7/27/23,96,73,T,0,0
7/28/23,90,69,0.61,0,0
7/29/23,81,64,0,0,0
7/30/23,81,64,0,0,0
7/31/23,84,63,0,0,0
8/1/23,86,66,0,0,0
8/2/23,90,71,T,0,0
8/3/23,95,74,0.05,0,0
8/4/23,90,68,0,0,0
8/5/23,84,72,0.04,0,0
8/6/23,75,67,0.26,0,0
8/7/23,84,63,0,0,0
8/8/23,84,63,0,0,0
8/9/23,82,65,T,0,0
8/10/23,80,66,0.16,0,0
8/11/23,87,65,0.35,T,0
8/12/23,83,64,0,0,0
8/13/23,73,64,1.18,0,0
8/14/23,72,59,0.25,0,0
8/15/23,82,55,0,0,0
8/16/23,87,66,T,0,0
8/17/23,76,63,0,0,0
8/18/23,79,58,0,0,0
8/19/23,91,67,0,0,0
8/20/23,82,67,0,0,0
8/21/23,78,65,0,0,0
8/22/23,98,71,0,0,0
8/23/23,98,79,0,0,0
8/24/23,88,70,0,0,0
8/25/23,91,70,T,0,0
8/26/23,75,62,0,0,0
8/27/23,79,56,0,0,0
8/28/23,88,64,0,0,0
8/29/23,85,64,0,0,0
8/30/23,80,61,0,0,0
8/31/23,83,60,0,0,0
9/1/23,90,61,T,0,0
9/2/23,91,72,0,0,0
9/3/23,97,75,0,0,0
9/4/23,98,74,0,0,0
9/5/23,92,72,0.01,0,0
9/6/23,72,59,T,0,0
9/7/23,64,56,0,0,0
9/8/23,78,52,0,0,0
9/9/23,78,60,0.05,0,0
9/10/23,73,58,0,0,0
9/11/23,75,53,0.22,0,0
9/12/23,68,51,0,0,0
9/13/23,66,47,0,0,0
9/14/23,83,51,0,0,0
9/15/23,71,59,0.36,0,0
9/16/23,74,53,0,0,0
9/17/23,73,52,0,0,0
9/18/23,77,54,T,0,0
9/19/23,82,61,0,0,0
9/20/23,87,60,0,0,0
9/21/23,85,63,0,0,0
9/22/23,76,65,T,0,0
9/23/23,75,64,1.28,0,0
9/24/23,73,62,0.22,0,0
9/25/23,65,60,1.9,0,0
9/26/23,67,61,0.01,0,0
9/27/23,74,61,0.01,0,0
9/28/23,73,62,0,0,0
9/29/23,75,60,1.51,0,0
9/30/23,88,67,0.15,0,0
10/1/23,92,69,0,0,0
10/2/23,89,67,0,0,0
10/3/23,87,66,0.13,0,0
10/4/23,66,56,T,0,0
