Date,long_date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
10/30/11,20111030,50,39,T,0,0
10/31/11,20111031,50,33,0,0,0
11/1/11,20111101,55,45,T,0,0
11/2/11,20111102,51,37,T,0,0
11/3/11,20111103,54,30,0,0,0
11/4/11,20111104,56,28,0,0,0
11/5/11,20111105,57,40,0,0,0
11/6/11,20111106,55,43,T,0,0
11/7/11,20111107,50,35,0,0,0
11/8/11,20111108,47,34,0,0,0
11/9/11,20111109,50,34,T,T,0
11/10/11,20111110,39,31,T,T,0
11/11/11,20111111,50,30,0,0,0
11/12/11,20111112,64,31,0,0,0
11/13/11,20111113,49,40,0,0,0
11/14/11,20111114,52,35,0,0,0
11/15/11,20111115,51,30,0,0,0
11/16/11,20111116,39,24,0,0,0
11/17/11,20111117,32,16,0,0,0
11/18/11,20111118,48,32,0,0,0
11/19/11,20111119,37,23,0.21,3,0
11/20/11,20111120,27,16,0,0,3
11/21/11,20111121,36,20,0,0,2
11/22/11,20111122,38,34,0,0,1
11/23/11,20111123,52,35,0,0,0
11/24/11,20111124,59,36,0,0,0
11/25/11,20111125,54,44,0,0,0
11/26/11,20111126,50,37,0.08,0,0
11/27/11,20111127,37,31,T,0,0
11/28/11,20111128,39,25,0,0,0
11/29/11,20111129,40,25,0,0,0
11/30/11,20111130,41,24,0.01,T,0
12/1/11,20111201,32,17,0.04,0.4,T
12/2/11,20111202,34,14,0,0,T
12/3/11,20111203,34,29,0.18,4.2,T
12/4/11,20111204,29,22,0.01,0.2,4
12/5/11,20111205,22,17,T,T,3
12/6/11,20111206,19,10,T,0.1,3
12/7/11,20111207,29,14,0,0,3
12/8/11,20111208,29,12,0,0,2
12/9/11,20111209,17,5,0,0,2
12/10/11,20111210,27,6,0,0,2
12/11/11,20111211,39,19,0,0,2
12/12/11,20111212,40,36,0.01,0,T
12/13/11,20111213,38,35,0.01,0,0
12/14/11,20111214,39,35,0.37,0,0
12/15/11,20111215,37,19,T,T,0
12/16/11,20111216,26,17,T,0.1,0
12/17/11,20111217,35,20,0.01,0.2,T
12/18/11,20111218,47,21,0,0,0
12/19/11,20111219,38,26,0,0,0
12/20/11,20111220,33,20,0,0,0
12/21/11,20111221,31,18,T,0.2,0
12/22/11,20111222,28,21,0,0,T
12/23/11,20111223,37,19,0.02,0.2,0
12/24/11,20111224,42,18,0,0,T
12/25/11,20111225,42,30,0,0,T
12/26/11,20111226,52,25,0,0,0
12/27/11,20111227,40,24,0,0,0
12/28/11,20111228,39,23,0.01,0,0
12/29/11,20111229,37,28,0,0,0
12/30/11,20111230,32,28,T,T,0
12/31/11,20111231,43,28,0.33,1.7,0
1/1/12,20120101,34,19,T,T,1
1/2/12,20120102,20,11,T,T,1
1/3/12,20120103,29,10,0,0,1
1/4/12,20120104,37,23,0,0,1
1/5/12,20120105,45,24,0,0,1
1/6/12,20120106,46,37,0,0,T
1/7/12,20120107,37,25,0,0,0
1/8/12,20120108,40,21,0,0,0
1/9/12,20120109,49,34,0,0,0
1/10/12,20120110,52,27,0,0,0
1/11/12,20120111,38,13,T,T,0
1/12/12,20120112,14,10,T,T,T
1/13/12,20120113,13,7,0.02,0.4,T
1/14/12,20120114,21,5,0.03,0.5,T
1/15/12,20120115,40,18,0,0,1
1/16/12,20120116,32,20,0,0,T
1/17/12,20120117,20,5,0.01,0.1,T
1/18/12,20120118,26,-1,T,0.1,T
1/19/12,20120119,4,-11,0,0,T
1/20/12,20120120,12,0,0.07,1.1,T
1/21/12,20120121,22,-1,0,0,1
1/22/12,20120122,26,20,0.01,0,1
1/23/12,20120123,26,19,0.15,1.9,2
1/24/12,20120124,24,12,T,T,2
1/25/12,20120125,32,22,T,T,2
1/26/12,20120126,40,24,0,0,2
1/27/12,20120127,36,20,0.04,0.1,1
1/28/12,20120128,28,18,0.03,0.4,1
1/29/12,20120129,22,11,T,T,1
1/30/12,20120130,44,19,T,T,1
1/31/12,20120131,45,29,0,0,1
2/1/12,20120201,32,28,0,0,T
2/2/12,20120202,36,28,0,0,T
2/3/12,20120203,33,27,0,0,0
2/4/12,20120204,36,23,T,T,0
2/5/12,20120205,30,27,0,0,0
2/6/12,20120206,46,25,0,0,0
2/7/12,20120207,32,15,0,0,0
2/8/12,20120208,33,12,0,0,0
2/9/12,20120209,38,17,0,0,0
2/10/12,20120210,28,6,T,T,0
2/11/12,20120211,21,1,0,0,0
2/12/12,20120212,32,6,0,0,0
2/13/12,20120213,31,15,0.04,0.3,0
2/14/12,20120214,34,22,0.01,0.1,T
2/15/12,20120215,36,23,T,T,T
2/16/12,20120216,41,24,0,0,0
2/17/12,20120217,43,26,0,0,0
2/18/12,20120218,37,18,0,0,0
2/19/12,20120219,44,19,0,0,0
2/20/12,20120220,44,27,0.23,1.9,0
2/21/12,20120221,35,30,0.07,0.8,3
2/22/12,20120222,35,22,0,0,2
2/23/12,20120223,39,28,0,0,2
2/24/12,20120224,30,14,0.01,0.1,1
2/25/12,20120225,28,11,T,0.1,1
2/26/12,20120226,39,26,T,T,1
2/27/12,20120227,30,22,T,T,T
2/28/12,20120228,33,24,0.7,0.6,T
2/29/12,20120229,34,31,0.65,2.2,1
3/1/12,20120301,36,29,0.09,0.8,2
3/2/12,20120302,35,28,T,T,2
3/3/12,20120303,28,16,0.02,0.3,2
3/4/12,20120304,29,8,0,0,2
3/5/12,20120305,35,16,0,0,2
3/6/12,20120306,60,29,0,0,2
3/7/12,20120307,54,26,0.04,0,0
3/8/12,20120308,37,21,0.01,0.2,0
3/9/12,20120309,34,15,0,0,0
3/10/12,20120310,66,34,0,0,0
3/11/12,20120311,66,46,0.02,0,0
3/12/12,20120312,52,43,0.28,0,0
3/13/12,20120313,67,34,0,0,0
3/14/12,20120314,73,48,0,0,0
3/15/12,20120315,63,42,0,0,0
3/16/12,20120316,79,42,0,0,0
3/17/12,20120317,80,59,0,0,0
3/18/12,20120318,79,61,0,0,0
3/19/12,20120319,79,61,0.58,0,0
3/20/12,20120320,65,57,0.01,0,0
3/21/12,20120321,66,55,0.02,0,0
3/22/12,20120322,70,56,0.12,0,0
3/23/12,20120323,73,59,T,0,0
3/24/12,20120324,70,51,0,0,0
3/25/12,20120325,58,38,0,0,0
3/26/12,20120326,47,37,0.05,0,0
3/27/12,20120327,68,42,T,0,0
3/28/12,20120328,54,40,0,0,0
3/29/12,20120329,61,40,0.16,0,0
3/30/12,20120330,50,39,T,0,0
3/31/12,20120331,50,41,0,0,0
4/1/12,20120401,67,45,0,0,0
4/2/12,20120402,70,50,0.46,T,0
4/3/12,20120403,64,46,0,0,0
4/4/12,20120404,62,40,0,0,0
4/5/12,20120405,59,42,0,0,0
4/6/12,20120406,61,37,0,0,0
4/7/12,20120407,57,44,0.17,0,0
4/8/12,20120408,61,37,0,0,0
4/9/12,20120409,48,31,0,0,0
4/10/12,20120410,44,28,0,0,0
4/11/12,20120411,54,27,0,0,0
4/12/12,20120412,63,34,0,0,0
4/13/12,20120413,53,47,0.07,0,0
4/14/12,20120414,73,45,T,0,0
4/15/12,20120415,75,47,1.19,0,0
4/16/12,20120416,48,34,0.24,T,0
4/17/12,20120417,58,33,0.13,0,0
4/18/12,20120418,63,46,0.05,0,0
4/19/12,20120419,47,39,0.06,0,0
4/20/12,20120420,58,33,0,0,0
4/21/12,20120421,52,41,0.29,0,0
4/22/12,20120422,56,41,0.03,0,0
4/23/12,20120423,65,36,0,0,0
4/24/12,20120424,73,49,T,0,0
4/25/12,20120425,73,49,0.05,0,0
4/26/12,20120426,56,44,0,0,0
4/27/12,20120427,56,42,T,0,0
4/28/12,20120428,51,40,0.25,T,0
4/29/12,20120429,57,44,0.05,0,0
4/30/12,20120430,63,44,T,0,0
5/1/12,20120501,74,51,0.75,0,0
5/2/12,20120502,81,58,0.03,0,0
5/3/12,20120503,80,60,0.76,0,0
5/4/12,20120504,74,53,0.38,0,0
5/5/12,20120505,60,54,0.91,0,0
5/6/12,20120506,64,52,1.4,T,0
5/7/12,20120507,66,51,0,0,0
5/8/12,20120508,60,49,0.06,0,0
5/9/12,20120509,66,46,0,0,0
5/10/12,20120510,73,46,0,0,0
5/11/12,20120511,71,51,0.06,0,0
5/12/12,20120512,69,50,0,0,0
5/13/12,20120513,76,49,0,0,0
5/14/12,20120514,85,55,0,0,0
5/15/12,20120515,74,55,0,0,0
5/16/12,20120516,70,47,0,0,0
5/17/12,20120517,83,56,0,0,0
5/18/12,20120518,93,63,0,0,0
5/19/12,20120519,88,63,0.42,0,0
5/20/12,20120520,63,51,0.02,0,0
5/21/12,20120521,74,47,0,0,0
5/22/12,20120522,85,56,0,0,0
5/23/12,20120523,89,64,0.81,0,0
5/24/12,20120524,65,57,2.58,0,0
5/25/12,20120525,69,53,T,0,0
5/26/12,20120526,64,59,0.65,0,0
5/27/12,20120527,92,64,0.32,0,0
5/28/12,20120528,80,60,0.19,0,0
5/29/12,20120529,64,52,T,0,0
5/30/12,20120530,62,47,T,0,0
5/31/12,20120531,66,49,T,0,0
6/1/12,20120601,72,46,0,0,0
6/2/12,20120602,76,54,0,0,0
6/3/12,20120603,77,57,0,0,0
6/4/12,20120604,84,60,0,0,0
6/5/12,20120605,83,61,0,0,0
6/6/12,20120606,82,62,0.02,0,0
6/7/12,20120607,82,65,0,0,0
6/8/12,20120608,90,71,0.01,0,0
6/9/12,20120609,92,72,0,0,0
6/10/12,20120610,93,64,0.37,0,0
6/11/12,20120611,74,55,0,0,0
6/12/12,20120612,69,51,0,0,0
6/13/12,20120613,76,55,T,0,0
6/14/12,20120614,70,61,0.86,0,0
6/15/12,20120615,81,63,0,0,0
6/16/12,20120616,83,66,0.31,0,0
6/17/12,20120617,78,60,1.15,0,0
6/18/12,20120618,90,67,0.1,0,0
6/19/12,20120619,93,65,0.61,0,0
6/20/12,20120620,83,64,0.16,0,0
6/21/12,20120621,77,61,0,0,0
6/22/12,20120622,81,62,0,0,0
6/23/12,20120623,78,66,T,0,0
6/24/12,20120624,84,66,0,0,0
6/25/12,20120625,77,60,0,0,0
6/26/12,20120626,82,60,0,0,0
6/27/12,20120627,93,69,0,0,0
6/28/12,20120628,88,71,0,0,0
6/29/12,20120629,90,64,0,0,0
6/30/12,20120630,92,70,T,0,0
7/1/12,20120701,94,73,0,0,0
7/2/12,20120702,99,77,0,0,0
7/3/12,20120703,97,68,0.05,0,0
7/4/12,20120704,101,81,T,0,0
7/5/12,20120705,96,79,0,0,0
7/6/12,20120706,102,66,0.54,0,0
7/7/12,20120707,86,64,T,0,0
7/8/12,20120708,90,71,0,0,0
7/9/12,20120709,87,69,0,0,0
7/10/12,20120710,88,65,0,0,0
7/11/12,20120711,88,66,0,0,0
7/12/12,20120712,89,70,T,0,0
7/13/12,20120713,91,67,1,T,0
7/14/12,20120714,91,68,T,0,0
7/15/12,20120715,90,74,0,0,0
7/16/12,20120716,98,77,0,0,0
7/17/12,20120717,94,76,0,0,0
7/18/12,20120718,83,71,0.83,0,0
7/19/12,20120719,84,69,0,0,0
7/20/12,20120720,87,67,T,0,0
7/21/12,20120721,89,71,0.22,0,0
7/22/12,20120722,89,75,T,0,0
7/23/12,20120723,96,76,0.05,0,0
7/24/12,20120724,82,70,1.69,0,0
7/25/12,20120725,92,75,0.01,0,0
7/26/12,20120726,84,66,0,0,0
7/27/12,20120727,80,64,0,0,0
7/28/12,20120728,83,65,T,0,0
7/29/12,20120729,80,66,0.51,0,0
7/30/12,20120730,89,69,0,0,0
7/31/12,20120731,88,68,0,0,0
8/1/12,20120801,92,69,T,0,0
8/2/12,20120802,90,72,0,0,0
8/3/12,20120803,89,66,0.38,0,0
8/4/12,20120804,78,65,0.02,0,0
8/5/12,20120805,76,57,0,0,0
8/6/12,20120806,86,61,0,0,0
8/7/12,20120807,88,68,0,0,0
8/8/12,20120808,80,64,0.01,0,0
8/9/12,20120809,79,60,0.1,0,0
8/10/12,20120810,79,56,0,0,0
8/11/12,20120811,79,54,0,0,0
8/12/12,20120812,68,61,T,0,0
8/13/12,20120813,83,57,0,0,0
8/14/12,20120814,78,59,T,0,0
8/15/12,20120815,83,64,0.73,0,0
8/16/12,20120816,71,56,0,0,0
8/17/12,20120817,74,50,0,0,0
8/18/12,20120818,78,56,0.02,0,0
8/19/12,20120819,77,57,0,0,0
8/20/12,20120820,79,51,0,0,0
8/21/12,20120821,80,56,0,0,0
8/22/12,20120822,79,58,0.04,0,0
8/23/12,20120823,86,70,0.01,0,0
8/24/12,20120824,89,66,0,0,0
8/25/12,20120825,76,66,0.06,0,0
8/26/12,20120826,86,67,0.01,0,0
8/27/12,20120827,87,61,0,0,0
8/28/12,20120828,84,66,0,0,0
8/29/12,20120829,93,69,0,0,0
8/30/12,20120830,92,72,0,0,0
8/31/12,20120831,86,63,0,0,0
9/1/12,20120901,86,65,0,0,0
9/2/12,20120902,88,62,0,0,0
9/3/12,20120903,92,70,0,0,0
9/4/12,20120904,92,68,0,0,0
9/5/12,20120905,84,61,0.02,0,0
9/6/12,20120906,81,57,T,0,0
9/7/12,20120907,72,55,T,0,0
9/8/12,20120908,79,50,0,0,0
9/9/12,20120909,75,52,0,0,0
9/10/12,20120910,83,54,0,0,0
9/11/12,20120911,95,63,0,0,0
9/12/12,20120912,78,56,0.09,0,0
9/13/12,20120913,75,53,0,0,0
9/14/12,20120914,76,50,0,0,0
9/15/12,20120915,85,52,0,0,0
9/16/12,20120916,80,61,0,0,0
9/17/12,20120917,64,47,0.19,0,0
9/18/12,20120918,61,43,0,0,0
9/19/12,20120919,76,52,T,0,0
9/20/12,20120920,66,50,0,0,0
9/21/12,20120921,63,40,T,0,0
9/22/12,20120922,60,39,T,0,0
9/23/12,20120923,61,36,0,0,0
9/24/12,20120924,77,40,0,0,0
9/25/12,20120925,68,45,0,0,0
9/26/12,20120926,65,40,0,0,0
9/27/12,20120927,69,41,0,0,0
9/28/12,20120928,76,46,0,0,0
9/29/12,20120929,82,51,0,0,0
9/30/12,20120930,77,48,0,0,0
10/1/12,20121001,72,53,0,0,0
10/2/12,20121002,72,44,0,0,0
10/3/12,20121003,78,48,0,0,0
10/4/12,20121004,64,42,0,0,0
10/5/12,20121005,48,36,0,0,0
10/6/12,20121006,45,33,0,0,0
10/7/12,20121007,53,28,0,0,0
10/8/12,20121008,64,39,T,0,0
10/9/12,20121009,50,36,0.03,0,0
10/10/12,20121010,55,32,0,0,0
10/11/12,20121011,55,33,T,0,0
10/12/12,20121012,53,28,0,0,0
10/13/12,20121013,53,47,0.04,0,0
10/14/12,20121014,59,45,0,0,0
10/15/12,20121015,61,38,T,0,0
10/16/12,20121016,65,52,T,0,0
10/17/12,20121017,62,47,T,0,0
10/18/12,20121018,50,43,0.01,0,0
10/19/12,20121019,52,38,0.21,0,0
10/20/12,20121020,54,34,0,0,0
10/21/12,20121021,71,42,0,0,0
10/22/12,20121022,64,50,T,0,0
10/23/12,20121023,65,55,0.08,0,0
10/24/12,20121024,60,47,0.18,0,0
10/25/12,20121025,47,35,0.75,T,0
10/26/12,20121026,39,32,0,0,0
10/27/12,20121027,43,28,0,0,0
10/28/12,20121028,46,29,0,0,0
10/29/12,20121029,45,31,0,0,0
10/30/12,20121030,50,28,0,0,0
10/31/12,20121031,52,25,0,0,0
11/1/12,20121101,47,31,0,0,0
11/2/12,20121102,39,27,0,0,0
11/3/12,20121103,43,37,0,0,0
11/4/12,20121104,45,30,0.01,0,0
11/5/12,20121105,45,38,T,0,0
11/6/12,20121106,44,38,0.31,0,0
11/7/12,20121107,47,38,0,0,0
11/8/12,20121108,54,34,0,0,0
11/9/12,20121109,55,35,0,0,0
11/10/12,20121110,69,44,0.24,0,0
11/11/12,20121111,56,22,0.02,T,0
11/12/12,20121112,27,19,0.01,0.2,0
11/13/12,20121113,43,18,0,0,T
11/14/12,20121114,51,34,0,0,0
11/15/12,20121115,53,29,T,0,0
11/16/12,20121116,44,23,0,0,0
11/17/12,20121117,54,32,0,0,0
11/18/12,20121118,57,43,0,0,0
11/19/12,20121119,59,38,T,0,0
11/20/12,20121120,54,33,0,0,0
11/21/12,20121121,62,38,0,0,0
11/22/12,20121122,60,24,0.02,0.1,0
11/23/12,20121123,27,14,0.02,0.5,1
11/24/12,20121124,30,11,T,T,T
11/25/12,20121125,30,23,0,0,T
11/26/12,20121126,23,10,0,0,T
11/27/12,20121127,39,16,0,0,T
11/28/12,20121128,36,25,0,0,0
11/29/12,20121129,40,23,0,0,0
11/30/12,20121130,36,31,0,0,0
12/1/12,20121201,48,34,0,0,0
12/2/12,20121202,40,29,0,0,0
12/3/12,20121203,55,37,0.02,0,0
12/4/12,20121204,45,21,0,0,0
12/5/12,20121205,40,19,0,0,0
12/6/12,20121206,46,27,T,0,0
12/7/12,20121207,32,24,0.05,0.8,0
12/8/12,20121208,33,25,0,0,1
12/9/12,20121209,32,20,0.95,10.5,2
12/10/12,20121210,20,2,T,0.1,9
12/11/12,20121211,20,4,T,0.1,8
12/12/12,20121212,43,12,0,0,8
12/13/12,20121213,40,24,0,0,6
12/14/12,20121214,39,20,0,0,6
12/15/12,20121215,39,33,0.42,0.1,4
12/16/12,20121216,34,20,T,T,1
12/17/12,20121217,25,20,T,T,1
12/18/12,20121218,29,23,T,T,1
12/19/12,20121219,32,27,0.02,0.2,1
12/20/12,20121220,28,13,0.02,0.5,1
12/21/12,20121221,21,9,0,0,1
12/22/12,20121222,29,9,0,0,1
12/23/12,20121223,19,10,0,0,1
12/24/12,20121224,18,6,0.01,0.5,1
12/25/12,20121225,13,0,0,0,1
12/26/12,20121226,19,5,0,0,1
12/27/12,20121227,21,8,0.09,1,1
12/28/12,20121228,26,13,0.06,1.2,3
12/29/12,20121229,19,5,T,T,3
12/30/12,20121230,25,1,0,0,3
12/31/12,20121231,18,1,T,T,3
1/1/13,20130101,20,-5,T,T,3
1/2/13,20130102,21,14,0.01,0.4,3
1/3/13,20130103,22,11,T,0.6,3
1/4/13,20130104,30,16,0,0,3
1/5/13,20130105,26,10,0,0,3
1/6/13,20130106,24,10,0,0,3
1/7/13,20130107,36,15,0,0,3
1/8/13,20130108,35,16,0,0,3
1/9/13,20130109,35,25,0,0,3
1/10/13,20130110,39,24,0.28,0,2
1/11/13,20130111,41,34,0.02,0,1
1/12/13,20130112,39,5,T,T,0
1/13/13,20130113,9,2,T,T,0
1/14/13,20130114,14,5,0,0,T
1/15/13,20130115,30,10,0,0,T
1/16/13,20130116,36,14,0.02,0.3,T
1/17/13,20130117,20,6,T,T,T
1/18/13,20130118,41,17,0.01,0.1,T
1/19/13,20130119,39,2,0,0,T
1/20/13,20130120,9,-2,T,T,0
1/21/13,20130121,-2,-10,T,T,T
1/22/13,20130122,5,-12,0,0,T
1/23/13,20130123,17,-5,T,0.2,T
1/24/13,20130124,13,-6,T,T,T
1/25/13,20130125,21,4,T,T,T
1/26/13,20130126,23,2,0,0,0
1/27/13,20130127,33,21,0.49,3,0
1/28/13,20130128,33,30,T,0,3
1/29/13,20130129,33,25,0.03,0,2
1/30/13,20130130,26,6,T,T,2
1/31/13,20130131,7,-10,T,T,2
2/1/13,20130201,4,-13,0.06,2,2
2/2/13,20130202,9,0,0.03,0.7,4
2/3/13,20130203,13,3,0.04,0.9,4
2/4/13,20130204,14,3,0.06,1.2,5
2/5/13,20130205,27,8,0.05,1.2,6
2/6/13,20130206,23,3,0.04,0.7,5
2/7/13,20130207,25,18,T,0,5
2/8/13,20130208,23,16,0,0,5
2/9/13,20130209,29,22,0,0,5
2/10/13,20130210,35,25,0.62,2.2,5
2/11/13,20130211,32,19,T,0.1,6
2/12/13,20130212,36,16,0,0,6
2/13/13,20130213,39,20,0.09,0.5,6
2/14/13,20130214,34,15,0.09,1.1,7
2/15/13,20130215,18,6,0,0,7
2/16/13,20130216,20,2,T,T,7
2/17/13,20130217,32,9,0,0,7
2/18/13,20130218,34,9,0.01,0.3,6
2/19/13,20130219,10,0,T,T,6
2/20/13,20130220,19,-3,0,0,5
2/21/13,20130221,23,7,0,0,5
2/22/13,20130222,29,20,0.24,4.2,7
2/23/13,20130223,29,20,0,0,9
2/24/13,20130224,34,12,0,0,8
2/25/13,20130225,37,23,0,0,7
2/26/13,20130226,36,17,0,0,6
2/27/13,20130227,38,29,0,0,6
2/28/13,20130228,31,25,0,0,6
3/1/13,20130301,31,19,0,0,6
3/2/13,20130302,32,10,0,0,6
3/3/13,20130303,32,18,0,0,6
3/4/13,20130304,29,23,0.34,3.9,5
3/5/13,20130305,30,22,0.41,5.4,11
3/6/13,20130306,29,17,0,0,13
3/7/13,20130307,31,11,0,0,11
3/8/13,20130308,39,19,0,0,11
3/9/13,20130309,38,33,0.61,0,8
3/10/13,20130310,36,31,0.01,T,6
3/11/13,20130311,31,23,0,0,6
3/12/13,20130312,29,20,T,T,6
3/13/13,20130313,33,14,0,0,6
3/14/13,20130314,40,24,0.06,0.6,6
3/15/13,20130315,35,24,0.19,0.8,5
3/16/13,20130316,27,14,0,0,6
3/17/13,20130317,29,9,0,0,6
3/18/13,20130318,30,11,0.23,3.1,8
3/19/13,20130319,23,7,0,0,8
3/20/13,20130320,21,5,0,0,8
3/21/13,20130321,29,7,0,0,8
3/22/13,20130322,37,13,0,0,7
3/23/13,20130323,39,20,0,0,6
3/24/13,20130324,33,29,0,0,6
3/25/13,20130325,38,24,0,0,6
3/26/13,20130326,39,27,0,0,5
3/27/13,20130327,43,23,0,0,4
3/28/13,20130328,44,25,0,0,4
3/29/13,20130329,49,32,T,0,2
3/30/13,20130330,56,36,0.19,0,T
3/31/13,20130331,42,24,0,0,T
4/1/13,20130401,36,19,0,0,T
4/2/13,20130402,38,19,0,0,0
4/3/13,20130403,48,23,0,0,0
4/4/13,20130404,53,33,0,0,0
4/5/13,20130405,44,28,0.07,T,0
4/6/13,20130406,55,37,0.09,0,0
4/7/13,20130407,48,35,0.19,0,0
4/8/13,20130408,48,40,0.52,0,0
4/9/13,20130409,44,31,0.48,0.7,0
4/10/13,20130410,40,30,0.09,0.7,1
4/11/13,20130411,36,31,0.76,4.4,1
4/12/13,20130412,36,28,0.06,0.6,4
4/13/13,20130413,36,29,0.01,0.2,4
4/14/13,20130414,38,30,0.46,0.2,3
4/15/13,20130415,40,33,0,0,2
4/16/13,20130416,47,33,0,0,1
4/17/13,20130417,42,35,0.26,T,0
4/18/13,20130418,35,32,1.02,6.4,0
4/19/13,20130419,38,26,0.12,0.9,7
4/20/13,20130420,42,21,0,0,5
4/21/13,20130421,51,34,0.15,T,3
4/22/13,20130422,44,33,0.82,3.5,0
4/23/13,20130423,42,29,0.02,0.3,3
4/24/13,20130424,51,29,T,0,T
4/25/13,20130425,51,33,T,T,0
4/26/13,20130426,72,45,0.02,0,0
4/27/13,20130427,75,43,0,0,0
4/28/13,20130428,81,54,0.08,0,0
4/29/13,20130429,75,51,0,0,0
4/30/13,20130430,72,56,0,0,0
5/1/13,20130501,56,35,0.35,T,0
5/2/13,20130502,48,35,T,T,0
5/3/13,20130503,38,32,0.2,0.5,0
5/4/13,20130504,49,34,0.08,T,0
5/5/13,20130505,67,39,0,0,0
5/6/13,20130506,76,46,0,0,0
5/7/13,20130507,78,53,0,0,0
5/8/13,20130508,78,58,0.12,0,0
5/9/13,20130509,60,43,0.1,0,0
5/10/13,20130510,67,37,T,0,0
5/11/13,20130511,57,42,T,0,0
5/12/13,20130512,59,34,0,0,0
5/13/13,20130513,72,41,0.01,0,0
5/14/13,20130514,98,54,0,0,0
5/15/13,20130515,79,56,0,0,0
5/16/13,20130516,83,58,T,0,0
5/17/13,20130517,66,57,0.25,0,0
5/18/13,20130518,81,56,1.47,0,0
5/19/13,20130519,82,64,1.16,0,0
5/20/13,20130520,72,60,0.6,0,0
5/21/13,20130521,65,49,0.07,0,0
5/22/13,20130522,55,47,0.13,0,0
5/23/13,20130523,65,45,0,0,0
5/24/13,20130524,68,44,0.16,0,0
5/25/13,20130525,62,54,T,0,0
5/26/13,20130526,60,54,0,0,0
5/27/13,20130527,62,55,0.05,0,0
5/28/13,20130528,62,54,0.06,0,0
5/29/13,20130529,76,55,0.92,0,0
5/30/13,20130530,77,65,0.26,0,0
5/31/13,20130531,79,63,0.25,0,0
6/1/13,20130601,72,52,0.06,0,0
6/2/13,20130602,67,50,0,0,0
6/3/13,20130603,71,51,T,0,0
6/4/13,20130604,64,57,0.02,0,0
6/5/13,20130605,60,54,0.15,0,0
6/6/13,20130606,58,51,T,0,0
6/7/13,20130607,66,54,0,0,0
6/8/13,20130608,72,56,0,0,0
6/9/13,20130609,69,58,0.54,0,0
6/10/13,20130610,77,59,0,0,0
6/11/13,20130611,79,60,T,0,0
6/12/13,20130612,76,62,0.59,0,0
6/13/13,20130613,79,58,0,0,0
6/14/13,20130614,79,60,0.01,0,0
6/15/13,20130615,76,65,0.02,0,0
6/16/13,20130616,86,60,0.01,0,0
6/17/13,20130617,82,62,0,0,0
6/18/13,20130618,75,57,0,0,0
6/19/13,20130619,85,61,0,0,0
6/20/13,20130620,91,70,0,0,0
6/21/13,20130621,82,64,2.5,T,0
6/22/13,20130622,82,66,0.54,0,0
6/23/13,20130623,84,70,0.26,0,0
6/24/13,20130624,82,66,T,0,0
6/25/13,20130625,84,66,0,0,0
6/26/13,20130626,89,73,T,0,0
6/27/13,20130627,87,72,0,0,0
6/28/13,20130628,79,67,0.09,0,0
6/29/13,20130629,77,63,0.38,0,0
6/30/13,20130630,82,57,0,0,0
7/1/13,20130701,85,63,0,0,0
7/2/13,20130702,83,61,0,0,0
7/3/13,20130703,84,61,0,0,0
7/4/13,20130704,90,66,0,0,0
7/5/13,20130705,89,72,0,0,0
7/6/13,20130706,92,76,T,0,0
7/7/13,20130707,91,73,0.03,0,0
7/8/13,20130708,89,67,0,0,0
7/9/13,20130709,87,71,0.34,0,0
7/10/13,20130710,83,63,0,0,0
7/11/13,20130711,86,64,0,0,0
7/12/13,20130712,90,68,0,0,0
7/13/13,20130713,80,65,2.79,0,0
7/14/13,20130714,86,71,0,0,0
7/15/13,20130715,89,70,0,0,0
7/16/13,20130716,92,76,0,0,0
7/17/13,20130717,94,78,0,0,0
7/18/13,20130718,94,80,0,0,0
7/19/13,20130719,86,72,T,0,0
7/20/13,20130720,82,66,T,0,0
7/21/13,20130721,81,59,0.29,0,0
7/22/13,20130722,88,67,T,0,0
7/23/13,20130723,77,63,0,0,0
7/24/13,20130724,78,61,T,0,0
7/25/13,20130725,83,64,0.03,0,0
7/26/13,20130726,72,56,0.01,0,0
7/27/13,20130727,64,53,0.02,0,0
7/28/13,20130728,75,53,0,0,0
7/29/13,20130729,79,56,T,0,0
7/30/13,20130730,72,65,T,0,0
7/31/13,20130731,83,63,T,0,0
8/1/13,20130801,83,59,0,0,0
8/2/13,20130802,79,61,0,0,0
8/3/13,20130803,80,58,0,0,0
8/4/13,20130804,76,56,0,0,0
8/5/13,20130805,81,61,0.65,0,0
8/6/13,20130806,86,59,1.33,T,0
8/7/13,20130807,77,62,0,0,0
8/8/13,20130808,75,58,0,0,0
8/9/13,20130809,76,60,0,0,0
8/10/13,20130810,77,62,0,0,0
8/11/13,20130811,80,65,0,0,0
8/12/13,20130812,80,63,0,0,0
8/13/13,20130813,76,57,0,0,0
8/14/13,20130814,78,58,0,0,0
8/15/13,20130815,79,59,0,0,0
8/16/13,20130816,80,61,0,0,0
8/17/13,20130817,82,60,0,0,0
8/18/13,20130818,83,62,0,0,0
8/19/13,20130819,88,69,0,0,0
8/20/13,20130820,90,71,0,0,0
8/21/13,20130821,88,74,T,0,0
8/22/13,20130822,87,68,0,0,0
8/23/13,20130823,88,64,0,0,0
8/24/13,20130824,90,71,0,0,0
8/25/13,20130825,96,80,0,0,0
8/26/13,20130826,97,80,0,0,0
8/27/13,20130827,96,79,0,0,0
